"lon","lat","beta"
160,20.2617797851562,0.020994813301523
161.25,20.2617797851562,0.0233881595270255
162.5,20.2617797851562,0.0254892634037083
163.75,20.2617797851562,0.0271402449776779
165,20.2617797851562,0.0284601683030241
166.25,20.2617797851562,0.029952470320886
167.5,20.2617797851562,0.0317650966638622
168.75,20.2617797851562,0.032936818383544
170,20.2617797851562,0.0340769354888566
171.25,20.2617797851562,0.0346304445527557
172.5,20.2617797851562,0.033877617873019
173.75,20.2617797851562,0.0324354426574729
175,20.2617797851562,0.0306662324831758
176.25,20.2617797851562,0.0280949629911535
177.5,20.2617797851562,0.0246260803735102
178.75,20.2617797851562,0.0207614855191517
180,20.2617797851562,0.0158699433065159
181.25,20.2617797851562,0.011742113656148
182.5,20.2617797851562,0.00861825688069904
183.75,20.2617797851562,0.007161373967926
185,20.2617797851562,0.00734537058332869
186.25,20.2617797851562,0.00865849099278813
187.5,20.2617797851562,0.0104324618042383
188.75,20.2617797851562,0.011894010563743
190,20.2617797851562,0.0133411109933495
191.25,20.2617797851562,0.014751166266856
192.5,20.2617797851562,0.0162482756946475
193.75,20.2617797851562,0.0178255851064466
195,20.2617797851562,0.0206435252857387
196.25,20.2617797851562,0.0245505132115813
197.5,20.2617797851562,0.0289611018598489
198.75,20.2617797851562,0.033577192628483
200,20.2617797851562,0.0373876153904233
201.25,20.2617797851562,0.0399454044364921
202.5,20.2617797851562,0.04407423454906
203.75,20.2617797851562,0.0482500857736748
205,20.2617797851562,0.0492655969729478
206.25,20.2617797851562,0.0477438565843699
207.5,20.2617797851562,0.0476422648308136
208.75,20.2617797851562,0.0486838199615301
210,20.2617797851562,0.0501989014924172
211.25,20.2617797851562,0.0513468518054479
212.5,20.2617797851562,0.0513443033912026
213.75,20.2617797851562,0.0509443759925936
215,20.2617797851562,0.0508815955760543
216.25,20.2617797851562,0.0513572129935656
217.5,20.2617797851562,0.0523826102098584
218.75,20.2617797851562,0.0533128460926143
220,20.2617797851562,0.0538355242441659
221.25,20.2617797851562,0.0538498752508568
222.5,20.2617797851562,0.053690822137679
223.75,20.2617797851562,0.0539207162822729
225,20.2617797851562,0.0550647141049761
226.25,20.2617797851562,0.0562864854134977
227.5,20.2617797851562,0.0564132801441313
228.75,20.2617797851562,0.055063666433739
230,20.2617797851562,0.0522339714882548
231.25,20.2617797851562,0.0477676017789092
232.5,20.2617797851562,0.0422125396167979
233.75,20.2617797851562,0.0370664377434436
235,20.2617797851562,0.0331076766496331
236.25,20.2617797851562,0.0304467550249026
237.5,20.2617797851562,0.0289690994722147
238.75,20.2617797851562,0.0282097069997592
240,20.2617797851562,0.0279328668703725
241.25,20.2617797851562,0.0277406281108845
242.5,20.2617797851562,0.0271795237987207
243.75,20.2617797851562,0.0263229073943917
245,20.2617797851562,0.0265447989954333
246.25,20.2617797851562,0.028547839004421
247.5,20.2617797851562,0.0317552772797633
248.75,20.2617797851562,0.0360750655213758
250,20.2617797851562,0.0355796015761718
160,21.2041854858398,0.0248744378267512
161.25,21.2041854858398,0.0273897919861604
162.5,21.2041854858398,0.0297360115364743
163.75,21.2041854858398,0.0319353351909563
165,21.2041854858398,0.0340679747135883
166.25,21.2041854858398,0.0363009922084468
167.5,21.2041854858398,0.0382109696959618
168.75,21.2041854858398,0.0390311084195474
170,21.2041854858398,0.0401040038413412
171.25,21.2041854858398,0.0404792845183077
172.5,21.2041854858398,0.039756409157459
173.75,21.2041854858398,0.0382047802647603
175,21.2041854858398,0.036649711021845
176.25,21.2041854858398,0.0346365861039522
177.5,21.2041854858398,0.0318078305427591
178.75,21.2041854858398,0.0285267352275398
180,21.2041854858398,0.023857076721634
181.25,21.2041854858398,0.0190364055906547
182.5,21.2041854858398,0.0147124669272375
183.75,21.2041854858398,0.0115034415308504
185,21.2041854858398,0.0100525780282727
186.25,21.2041854858398,0.0101859536907622
187.5,21.2041854858398,0.010779045120499
188.75,21.2041854858398,0.0108404040945562
190,21.2041854858398,0.0109965931514375
191.25,21.2041854858398,0.0118481747760369
192.5,21.2041854858398,0.0135870239109491
193.75,21.2041854858398,0.0154477541455887
195,21.2041854858398,0.0184337111675536
196.25,21.2041854858398,0.0223193055049623
197.5,21.2041854858398,0.0267106168524254
198.75,21.2041854858398,0.0315602274625165
200,21.2041854858398,0.0358190764184699
201.25,21.2041854858398,0.0388987896007079
202.5,21.2041854858398,0.0427580651868772
203.75,21.2041854858398,0.0454161929590946
205,21.2041854858398,0.0455233259120541
206.25,21.2041854858398,0.0444460125646554
207.5,21.2041854858398,0.0448681149842317
208.75,21.2041854858398,0.0466271982403647
210,21.2041854858398,0.0487102524420523
211.25,21.2041854858398,0.0504850031894821
212.5,21.2041854858398,0.0513881228257218
213.75,21.2041854858398,0.0518367559828491
215,21.2041854858398,0.0523439078937268
216.25,21.2041854858398,0.0528985262681778
217.5,21.2041854858398,0.0531668293568806
218.75,21.2041854858398,0.0532432021150202
220,21.2041854858398,0.0532420829705954
221.25,21.2041854858398,0.0531998051653667
222.5,21.2041854858398,0.0532716847054463
223.75,21.2041854858398,0.0538814013740365
225,21.2041854858398,0.055017275761507
226.25,21.2041854858398,0.0565615981008131
227.5,21.2041854858398,0.0575482632312524
228.75,21.2041854858398,0.0578789173774001
230,21.2041854858398,0.0567497667068492
