"lon","lat","beta"
160,20.2617797851562,0.00759809650556065
161.25,20.2617797851562,0.00829295111834305
162.5,20.2617797851562,0.00987457891937366
163.75,20.2617797851562,0.0122748370612403
165,20.2617797851562,0.0146256689273916
166.25,20.2617797851562,0.0170976099058814
167.5,20.2617797851562,0.0196439207262806
168.75,20.2617797851562,0.0219798352962287
170,20.2617797851562,0.024299929574182
171.25,20.2617797851562,0.0268637683996912
172.5,20.2617797851562,0.0299592204175761
173.75,20.2617797851562,0.0331569683689856
175,20.2617797851562,0.0359883579613647
176.25,20.2617797851562,0.0379681346229127
177.5,20.2617797851562,0.0386864925662682
178.75,20.2617797851562,0.0384486221259166
180,20.2617797851562,0.0366822291273777
181.25,20.2617797851562,0.0336745524255623
182.5,20.2617797851562,0.0294565197168277
183.75,20.2617797851562,0.0242875803628257
185,20.2617797851562,0.0195925578196006
186.25,20.2617797851562,0.0155386699311237
187.5,20.2617797851562,0.0118441945639118
188.75,20.2617797851562,0.00928469042551375
190,20.2617797851562,0.00798941043390659
191.25,20.2617797851562,0.00738453765590216
192.5,20.2617797851562,0.00741273712763188
193.75,20.2617797851562,0.00668871006217997
195,20.2617797851562,0.00539151256619876
196.25,20.2617797851562,0.00360738389014268
197.5,20.2617797851562,0.00109503325204715
198.75,20.2617797851562,-0.00190843472008953
200,20.2617797851562,-0.00430904658256719
201.25,20.2617797851562,-0.00540149161075954
202.5,20.2617797851562,-0.0063965407912511
203.75,20.2617797851562,-0.00719895341782294
205,20.2617797851562,-0.00700812278919621
206.25,20.2617797851562,-0.00833426676179331
207.5,20.2617797851562,-0.00980723604116566
208.75,20.2617797851562,-0.0102739412564528
210,20.2617797851562,-0.00962386786976453
211.25,20.2617797851562,-0.00801320860795815
212.5,20.2617797851562,-0.00645622033802452
213.75,20.2617797851562,-0.0061050963683994
215,20.2617797851562,-0.00714631281755185
216.25,20.2617797851562,-0.00913162842734823
217.5,20.2617797851562,-0.0113550648380003
218.75,20.2617797851562,-0.013442449526363
220,20.2617797851562,-0.0153521674243169
221.25,20.2617797851562,-0.0176470740482273
222.5,20.2617797851562,-0.0203322847436484
223.75,20.2617797851562,-0.0225704559320909
225,20.2617797851562,-0.0234919360140964
226.25,20.2617797851562,-0.0230359526429784
227.5,20.2617797851562,-0.0216135393902152
228.75,20.2617797851562,-0.0193189975968309
230,20.2617797851562,-0.0164947057524842
231.25,20.2617797851562,-0.0133077957191347
232.5,20.2617797851562,-0.0101382749178333
233.75,20.2617797851562,-0.00720214943887378
235,20.2617797851562,-0.00454113482057937
236.25,20.2617797851562,-0.00269658426321604
237.5,20.2617797851562,-0.00158748880145866
238.75,20.2617797851562,-0.00184962431811288
240,20.2617797851562,-0.00425344081158381
241.25,20.2617797851562,-0.00662964175323259
242.5,20.2617797851562,-0.00847666777552552
243.75,20.2617797851562,-0.0100258905210263
245,20.2617797851562,-0.011760803437488
246.25,20.2617797851562,-0.0166418333289304
247.5,20.2617797851562,-0.0247208244982845
248.75,20.2617797851562,-0.0304097081574152
250,20.2617797851562,-0.0299880644407532
160,21.2041854858398,0.00319569723733179
161.25,21.2041854858398,0.00308928690053466
162.5,21.2041854858398,0.00365990474883096
163.75,21.2041854858398,0.00577524873749486
165,21.2041854858398,0.00908387260546529
166.25,21.2041854858398,0.0126539175662748
167.5,21.2041854858398,0.0165763814905694
168.75,21.2041854858398,0.0204147314821709
170,21.2041854858398,0.0237983203556769
171.25,21.2041854858398,0.0278888862264006
172.5,21.2041854858398,0.0324062743423218
173.75,21.2041854858398,0.0370707319511814
175,21.2041854858398,0.0411339136412615
176.25,21.2041854858398,0.0440334830830999
177.5,21.2041854858398,0.0454840234032511
178.75,21.2041854858398,0.0455319166506071
180,21.2041854858398,0.0451388376087351
181.25,21.2041854858398,0.0435003415502724
182.5,21.2041854858398,0.0404982077674685
183.75,21.2041854858398,0.0361135561010317
185,21.2041854858398,0.0317254957571965
