"year","AL.sd","member","model"
1980,-0.384477740809355,"LE2-1231.011","FCM"
1981,0.000363374774411227,"LE2-1231.011","FCM"
1982,0.66906848791435,"LE2-1231.011","FCM"
1983,0.502558622724268,"LE2-1231.011","FCM"
1984,-0.0134112962281136,"LE2-1231.011","FCM"
1985,-0.425839063348327,"LE2-1231.011","FCM"
1986,-0.482886779769508,"LE2-1231.011","FCM"
1987,-0.561331168170965,"LE2-1231.011","FCM"
1988,-0.541146600013488,"LE2-1231.011","FCM"
1989,-0.498761220097949,"LE2-1231.011","FCM"
1990,-0.511645359634319,"LE2-1231.011","FCM"
1991,-0.169416887060697,"LE2-1231.011","FCM"
1992,-0.154616819540088,"LE2-1231.011","FCM"
1993,-0.425520288100607,"LE2-1231.011","FCM"
1994,-0.29988646165152,"LE2-1231.011","FCM"
1995,-0.284556089612342,"LE2-1231.011","FCM"
1996,-0.620489050650808,"LE2-1231.011","FCM"
1997,-1.96426464198455,"LE2-1231.011","FCM"
1998,-1.25709024779753,"LE2-1231.011","FCM"
1999,-0.971544216510219,"LE2-1231.011","FCM"
2000,-0.84974310593957,"LE2-1231.011","FCM"
2001,-0.563852337345354,"LE2-1231.011","FCM"
2002,-0.583801877696188,"LE2-1231.011","FCM"
2003,0.681778005133011,"LE2-1231.011","FCM"
2004,0.733490978133716,"LE2-1231.011","FCM"
2005,0.800964761546511,"LE2-1231.011","FCM"
2006,0.443880226458103,"LE2-1231.011","FCM"
2007,0.38782027080014,"LE2-1231.011","FCM"
2008,0.185237170852073,"LE2-1231.011","FCM"
2009,-0.0687133570162703,"LE2-1231.011","FCM"
2010,0.128938695299451,"LE2-1231.011","FCM"
2011,0.0864589438304334,"LE2-1231.011","FCM"
2012,-0.07626329886338,"LE2-1231.011","FCM"
2013,-0.910620871030036,"LE2-1231.011","FCM"
2014,-1.03579037844382,"LE2-1231.011","FCM"
1964,-0.187936070535476,"LE2-1231.012","FCM"
1965,0.0342870688562436,"LE2-1231.012","FCM"
1966,-0.0880149631923076,"LE2-1231.012","FCM"
1967,-0.329924159282585,"LE2-1231.012","FCM"
1968,-0.870020426357422,"LE2-1231.012","FCM"
1969,-0.906733878880194,"LE2-1231.012","FCM"
1970,-0.7545553000567,"LE2-1231.012","FCM"
1971,-0.765690861919414,"LE2-1231.012","FCM"
1972,-1.25424980385298,"LE2-1231.012","FCM"
1973,-1.08421182832549,"LE2-1231.012","FCM"
1974,-1.16748458541437,"LE2-1231.012","FCM"
1975,-1.61259437531744,"LE2-1231.012","FCM"
1976,-1.58159772685541,"LE2-1231.012","FCM"
1977,-1.80575501720249,"LE2-1231.012","FCM"
1978,-2.00696777206058,"LE2-1231.012","FCM"
1979,-2.2345642677927,"LE2-1231.012","FCM"
1980,-2.5447925852785,"LE2-1231.012","FCM"
1981,-2.13207912493972,"LE2-1231.012","FCM"
1982,-1.38792994763524,"LE2-1231.012","FCM"
1983,-1.21985647834518,"LE2-1231.012","FCM"
1984,-0.811957633475705,"LE2-1231.012","FCM"
1985,-0.975577790284287,"LE2-1231.012","FCM"
1986,-0.302358622116987,"LE2-1231.012","FCM"
1987,0.0130148872269995,"LE2-1231.012","FCM"
1988,1.44812959447672,"LE2-1231.012","FCM"
1989,1.12804590906497,"LE2-1231.012","FCM"
1990,1.16886749766371,"LE2-1231.012","FCM"
1991,1.10616813010119,"LE2-1231.012","FCM"
1992,1.06500101817608,"LE2-1231.012","FCM"
1993,1.63941493395736,"LE2-1231.012","FCM"
1994,1.62825424271316,"LE2-1231.012","FCM"
1995,2.00909888267927,"LE2-1231.012","FCM"
1996,1.93964491880884,"LE2-1231.012","FCM"
1997,1.71883046413948,"LE2-1231.012","FCM"
1998,1.37844378509959,"LE2-1231.012","FCM"
1999,0.907661608952989,"LE2-1231.012","FCM"
2000,0.898441243895783,"LE2-1231.012","FCM"
2001,0.668609826984703,"LE2-1231.012","FCM"
2002,0.73501635531419,"LE2-1231.012","FCM"
2003,-1.18154076377539,"LE2-1231.012","FCM"
2004,-0.450796754497485,"LE2-1231.012","FCM"
2005,-0.170419903330664,"LE2-1231.012","FCM"
2006,0.337952576378689,"LE2-1231.012","FCM"
2007,0.362645135472329,"LE2-1231.012","FCM"
2008,-0.668506880720477,"LE2-1231.012","FCM"
2009,-0.720684732654947,"LE2-1231.012","FCM"
2010,-0.999952805756693,"LE2-1231.012","FCM"
2011,-0.148738975411693,"LE2-1231.012","FCM"
2012,-0.0785001568608587,"LE2-1231.012","FCM"
2013,0.0960159774934386,"LE2-1231.012","FCM"
2014,0.753908456500597,"LE2-1231.012","FCM"
1964,-1.48671191853809,"LE2-1231.013","FCM"
1965,-1.56158752030539,"LE2-1231.013","FCM"
1966,-1.90559049991924,"LE2-1231.013","FCM"
1967,-1.60007794254755,"LE2-1231.013","FCM"
1968,-1.42176358259753,"LE2-1231.013","FCM"
1969,-1.43682865115946,"LE2-1231.013","FCM"
1970,-1.49406960392453,"LE2-1231.013","FCM"
1971,-1.5514858923221,"LE2-1231.013","FCM"
1972,-0.768657476302047,"LE2-1231.013","FCM"
1973,0.0825459366636019,"LE2-1231.013","FCM"
1974,-0.149315501685285,"LE2-1231.013","FCM"
1975,-0.166668065109193,"LE2-1231.013","FCM"
1976,0.089120721653954,"LE2-1231.013","FCM"
1977,0.056024375141009,"LE2-1231.013","FCM"
1978,-0.0718857841051476,"LE2-1231.013","FCM"
1979,1.01840813651329,"LE2-1231.013","FCM"
1980,0.840832327641952,"LE2-1231.013","FCM"
1981,0.623177601899774,"LE2-1231.013","FCM"
1982,0.224604367390682,"LE2-1231.013","FCM"
1983,0.819874490736001,"LE2-1231.013","FCM"
1984,1.10143541494429,"LE2-1231.013","FCM"
1985,0.990519351768448,"LE2-1231.013","FCM"
1986,1.03778459846938,"LE2-1231.013","FCM"
1987,1.23722017511161,"LE2-1231.013","FCM"
1988,0.935598457715285,"LE2-1231.013","FCM"
1989,1.17220512406067,"LE2-1231.013","FCM"
1990,1.12388873581032,"LE2-1231.013","FCM"
1991,0.849484299852495,"LE2-1231.013","FCM"
1992,0.967741136681116,"LE2-1231.013","FCM"
1993,1.2078320660358,"LE2-1231.013","FCM"
1994,0.475483347072998,"LE2-1231.013","FCM"
1995,1.01322171109782,"LE2-1231.013","FCM"
1996,0.959662515000767,"LE2-1231.013","FCM"
1997,1.06884549662557,"LE2-1231.013","FCM"
1998,0.73958465434334,"LE2-1231.013","FCM"
1999,0.800860090085172,"LE2-1231.013","FCM"
2000,-0.441408394481758,"LE2-1231.013","FCM"
2001,-0.0438128250451315,"LE2-1231.013","FCM"
2002,-0.898258780191136,"LE2-1231.013","FCM"
2003,-0.323688978421684,"LE2-1231.013","FCM"
2004,-0.618030467531072,"LE2-1231.013","FCM"
2005,-0.581389153747522,"LE2-1231.013","FCM"
2006,-0.410240826945139,"LE2-1231.013","FCM"
2007,0.10566055408856,"LE2-1231.013","FCM"
2008,0.935049198411743,"LE2-1231.013","FCM"
2009,1.36935146352894,"LE2-1231.013","FCM"
2010,1.22071478021309,"LE2-1231.013","FCM"
2011,1.28933350645997,"LE2-1231.013","FCM"
2012,0.903894690290414,"LE2-1231.013","FCM"
2013,0.583036509345415,"LE2-1231.013","FCM"
2014,0.382657015698962,"LE2-1231.013","FCM"
1964,1.0172890310834,"LE2-1231.014","FCM"
1965,1.343800848938,"LE2-1231.014","FCM"
1966,1.15064985943341,"LE2-1231.014","FCM"
1967,0.8519415464747,"LE2-1231.014","FCM"
1968,0.626735993428252,"LE2-1231.014","FCM"
1969,-0.0481336478220275,"LE2-1231.014","FCM"
1970,-0.540055770552042,"LE2-1231.014","FCM"
1971,-0.636305279290848,"LE2-1231.014","FCM"
1972,-0.955904960488159,"LE2-1231.014","FCM"
1973,-0.911117093046522,"LE2-1231.014","FCM"
1974,-0.681012480215324,"LE2-1231.014","FCM"
1975,-0.700497365953806,"LE2-1231.014","FCM"
1976,-0.307458572661655,"LE2-1231.014","FCM"
1977,-0.955221389188501,"LE2-1231.014","FCM"
1978,-1.35489706640745,"LE2-1231.014","FCM"
1979,-0.88384525757105,"LE2-1231.014","FCM"
1980,-1.23572546753375,"LE2-1231.014","FCM"
1981,-1.146773354018,"LE2-1231.014","FCM"
1982,-1.29531023228494,"LE2-1231.014","FCM"
1983,-1.27371585481001,"LE2-1231.014","FCM"
1984,-0.846872803728226,"LE2-1231.014","FCM"
1985,-0.797435630190298,"LE2-1231.014","FCM"
1986,-1.14157664787228,"LE2-1231.014","FCM"
1987,-1.14408473886819,"LE2-1231.014","FCM"
1988,-1.14929628929413,"LE2-1231.014","FCM"
1989,-1.4686764353639,"LE2-1231.014","FCM"
1990,-1.20564444744375,"LE2-1231.014","FCM"
1991,-1.46133751766308,"LE2-1231.014","FCM"
1992,-1.30139837860648,"LE2-1231.014","FCM"
1993,-0.692676949257403,"LE2-1231.014","FCM"
1994,-1.04808049443575,"LE2-1231.014","FCM"
1995,-1.0147558858111,"LE2-1231.014","FCM"
1996,-0.884384561560877,"LE2-1231.014","FCM"
1997,-0.415844200685579,"LE2-1231.014","FCM"
1998,-0.583774535666134,"LE2-1231.014","FCM"
1999,-0.240553089200761,"LE2-1231.014","FCM"
2000,-0.220714664747349,"LE2-1231.014","FCM"
2001,0.0990427638634442,"LE2-1231.014","FCM"
2002,0.112597223047749,"LE2-1231.014","FCM"
2003,0.607680229152889,"LE2-1231.014","FCM"
2004,0.789966592415883,"LE2-1231.014","FCM"
2005,0.872869964873804,"LE2-1231.014","FCM"
2006,0.381464382818821,"LE2-1231.014","FCM"
2007,0.375771152572556,"LE2-1231.014","FCM"
2008,0.114410407481142,"LE2-1231.014","FCM"
2009,0.079999439804243,"LE2-1231.014","FCM"
2010,0.38193200228128,"LE2-1231.014","FCM"
2011,0.509737431189708,"LE2-1231.014","FCM"
2012,0.83706105598429,"LE2-1231.014","FCM"
2013,0.804884222607828,"LE2-1231.014","FCM"
2014,0.581311311141759,"LE2-1231.014","FCM"
1964,0.103839783975291,"LE2-1231.015","FCM"
1965,0.16345009503113,"LE2-1231.015","FCM"
1966,0.156149983694144,"LE2-1231.015","FCM"
1967,0.283819159790511,"LE2-1231.015","FCM"
1968,0.514083670930299,"LE2-1231.015","FCM"
1969,0.389735820155233,"LE2-1231.015","FCM"
1970,0.284791203773045,"LE2-1231.015","FCM"
1971,0.28077804224095,"LE2-1231.015","FCM"
1972,1.05038920474259,"LE2-1231.015","FCM"
1973,0.490966865056097,"LE2-1231.015","FCM"
1974,0.049951126265599,"LE2-1231.015","FCM"
1975,0.227546470041085,"LE2-1231.015","FCM"
1976,0.138710449736297,"LE2-1231.015","FCM"
1977,-0.902760793093315,"LE2-1231.015","FCM"
1978,-1.00413290365218,"LE2-1231.015","FCM"
1979,-1.07430578517827,"LE2-1231.015","FCM"
1980,-1.34794924297114,"LE2-1231.015","FCM"
1981,-1.29834037662462,"LE2-1231.015","FCM"
1982,-1.11207675406894,"LE2-1231.015","FCM"
1983,-1.06155364441353,"LE2-1231.015","FCM"
1984,-0.671300513665825,"LE2-1231.015","FCM"
1985,-1.28433953406564,"LE2-1231.015","FCM"
1986,-1.41879741327409,"LE2-1231.015","FCM"
1987,-1.42632409818495,"LE2-1231.015","FCM"
1988,-0.461849273316501,"LE2-1231.015","FCM"
1989,-0.888228710796242,"LE2-1231.015","FCM"
1990,-1.10308342352604,"LE2-1231.015","FCM"
1991,-1.06273371002359,"LE2-1231.015","FCM"
1992,-0.178771560503359,"LE2-1231.015","FCM"
1993,-0.237833831753695,"LE2-1231.015","FCM"
1994,0.032545194530827,"LE2-1231.015","FCM"
1995,0.177345214283821,"LE2-1231.015","FCM"
1996,1.19899608750573,"LE2-1231.015","FCM"
1997,0.830226202348347,"LE2-1231.015","FCM"
1998,0.951937802521426,"LE2-1231.015","FCM"
1999,0.816220347014323,"LE2-1231.015","FCM"
2000,0.726829157160638,"LE2-1231.015","FCM"
2001,0.933661470311137,"LE2-1231.015","FCM"
2002,0.446848560996389,"LE2-1231.015","FCM"
2003,-0.564370250978389,"LE2-1231.015","FCM"
2004,-0.66820400438909,"LE2-1231.015","FCM"
2005,-0.361161508146681,"LE2-1231.015","FCM"
2006,-0.195865763839375,"LE2-1231.015","FCM"
2007,-0.747664835792335,"LE2-1231.015","FCM"
2008,-0.72519966015823,"LE2-1231.015","FCM"
2009,-1.1371698185602,"LE2-1231.015","FCM"
2010,0.586447067421194,"LE2-1231.015","FCM"
2011,-0.27908309819531,"LE2-1231.015","FCM"
2012,0.46029188307324,"LE2-1231.015","FCM"
2013,0.303112865476708,"LE2-1231.015","FCM"
2014,1.91930896053527,"LE2-1231.015","FCM"
1964,0.303822798761214,"LE2-1231.016","FCM"
1965,0.352005779915417,"LE2-1231.016","FCM"
1966,0.901939215200023,"LE2-1231.016","FCM"
1967,0.180804904991505,"LE2-1231.016","FCM"
1968,0.175622044673559,"LE2-1231.016","FCM"
1969,0.656743576734524,"LE2-1231.016","FCM"
1970,0.948061809622471,"LE2-1231.016","FCM"
1971,-0.215100765316297,"LE2-1231.016","FCM"
1972,-0.473634493049019,"LE2-1231.016","FCM"
1973,-0.0667622435617355,"LE2-1231.016","FCM"
1974,-0.0788474523171306,"LE2-1231.016","FCM"
1975,-0.219993310457425,"LE2-1231.016","FCM"
1976,-0.071293860735966,"LE2-1231.016","FCM"
1977,-0.309522872749434,"LE2-1231.016","FCM"
1978,-0.315074338938056,"LE2-1231.016","FCM"
1979,-0.268126175869431,"LE2-1231.016","FCM"
1980,-0.340305094151427,"LE2-1231.016","FCM"
1981,-0.911311979539678,"LE2-1231.016","FCM"
1982,-0.599182013338248,"LE2-1231.016","FCM"
1983,-0.543217111447797,"LE2-1231.016","FCM"
1984,-1.14446191890378,"LE2-1231.016","FCM"
1985,-1.12147199866172,"LE2-1231.016","FCM"
1986,0.00577453605074613,"LE2-1231.016","FCM"
1987,-0.0414796687597353,"LE2-1231.016","FCM"
1988,-1.24951268830423,"LE2-1231.016","FCM"
1989,-1.5013368350154,"LE2-1231.016","FCM"
1990,-1.63825036157294,"LE2-1231.016","FCM"
1991,-1.44134980336475,"LE2-1231.016","FCM"
1992,-1.4447604729574,"LE2-1231.016","FCM"
1993,-1.52397059302722,"LE2-1231.016","FCM"
1994,-0.256810604949418,"LE2-1231.016","FCM"
1995,0.138668654433558,"LE2-1231.016","FCM"
1996,0.406976425226274,"LE2-1231.016","FCM"
1997,0.335787230160517,"LE2-1231.016","FCM"
1998,0.316147614051657,"LE2-1231.016","FCM"
1999,0.321624184314087,"LE2-1231.016","FCM"
2000,0.16767773182314,"LE2-1231.016","FCM"
2001,-0.930049570310303,"LE2-1231.016","FCM"
2002,-0.828475855056989,"LE2-1231.016","FCM"
2003,-0.758843497248405,"LE2-1231.016","FCM"
2004,-0.624278925831473,"LE2-1231.016","FCM"
2005,-0.524325902244436,"LE2-1231.016","FCM"
2006,-0.853020316706937,"LE2-1231.016","FCM"
2007,-0.649016158959203,"LE2-1231.016","FCM"
2008,-0.540749950939507,"LE2-1231.016","FCM"
2009,-1.22800517359253,"LE2-1231.016","FCM"
2010,-1.62790389962575,"LE2-1231.016","FCM"
2011,-1.99681504433028,"LE2-1231.016","FCM"
2012,-1.30550050850148,"LE2-1231.016","FCM"
2013,-0.862042679915155,"LE2-1231.016","FCM"
2014,-0.997419589730035,"LE2-1231.016","FCM"
1964,-0.182675922298975,"LE2-1231.017","FCM"
1965,-0.134809213705445,"LE2-1231.017","FCM"
1966,-0.391280403682304,"LE2-1231.017","FCM"
1967,0.227384556502932,"LE2-1231.017","FCM"
1968,0.416473803573858,"LE2-1231.017","FCM"
1969,0.512715316834934,"LE2-1231.017","FCM"
1970,1.01911500030125,"LE2-1231.017","FCM"
1971,0.944957860233906,"LE2-1231.017","FCM"
1972,0.865754201510801,"LE2-1231.017","FCM"
1973,0.811164039139238,"LE2-1231.017","FCM"
1974,1.34555269988423,"LE2-1231.017","FCM"
1975,1.09160772573989,"LE2-1231.017","FCM"
1976,1.07200798346838,"LE2-1231.017","FCM"
1977,1.81549976287484,"LE2-1231.017","FCM"
1978,1.54746593699887,"LE2-1231.017","FCM"
1979,1.49132265446554,"LE2-1231.017","FCM"
1980,1.63772874555221,"LE2-1231.017","FCM"
1981,1.65380461656288,"LE2-1231.017","FCM"
1982,1.19293128027212,"LE2-1231.017","FCM"
1983,1.06169902135947,"LE2-1231.017","FCM"
1984,1.08697651917819,"LE2-1231.017","FCM"
1985,0.501370575315848,"LE2-1231.017","FCM"
1986,0.5130597123135,"LE2-1231.017","FCM"
1987,1.0318708478818,"LE2-1231.017","FCM"
1988,1.00495941514423,"LE2-1231.017","FCM"
1989,0.211937397976206,"LE2-1231.017","FCM"
1990,0.436520313412449,"LE2-1231.017","FCM"
1991,0.405369123243829,"LE2-1231.017","FCM"
1992,-0.176985007007219,"LE2-1231.017","FCM"
1993,-0.144490059442414,"LE2-1231.017","FCM"
1994,-0.0491688305506632,"LE2-1231.017","FCM"
1995,-0.233476201436606,"LE2-1231.017","FCM"
1996,-0.097418070334624,"LE2-1231.017","FCM"
1997,0.394438954413569,"LE2-1231.017","FCM"
1998,0.575248215348306,"LE2-1231.017","FCM"
1999,0.688179306414646,"LE2-1231.017","FCM"
2000,0.692990004021499,"LE2-1231.017","FCM"
2001,0.688034415211215,"LE2-1231.017","FCM"
2002,0.485028233600467,"LE2-1231.017","FCM"
2003,0.350738717716151,"LE2-1231.017","FCM"
2004,0.402404115727515,"LE2-1231.017","FCM"
2005,0.389747413554849,"LE2-1231.017","FCM"
2006,0.077938179906032,"LE2-1231.017","FCM"
2007,0.00420110790901275,"LE2-1231.017","FCM"
2008,-0.0462911682263326,"LE2-1231.017","FCM"
2009,-0.0665365871530549,"LE2-1231.017","FCM"
2010,-0.0907366503069558,"LE2-1231.017","FCM"
2011,-0.107643133060061,"LE2-1231.017","FCM"
2012,-0.376874510861997,"LE2-1231.017","FCM"
2013,-0.394707513217275,"LE2-1231.017","FCM"
2014,-0.380556468774265,"LE2-1231.017","FCM"
1964,2.40679463732131,"LE2-1231.018","FCM"
1965,2.49330536248218,"LE2-1231.018","FCM"
1966,2.59579335405402,"LE2-1231.018","FCM"
1967,2.58980191598361,"LE2-1231.018","FCM"
1968,2.67585824183118,"LE2-1231.018","FCM"
1969,2.06874156130077,"LE2-1231.018","FCM"
1970,1.4258424401705,"LE2-1231.018","FCM"
1971,0.792169663825108,"LE2-1231.018","FCM"
1972,1.11974945987523,"LE2-1231.018","FCM"
1973,1.16262060623511,"LE2-1231.018","FCM"
1974,0.388057852084437,"LE2-1231.018","FCM"
1975,0.821222082801919,"LE2-1231.018","FCM"
1976,0.497973477264308,"LE2-1231.018","FCM"
1977,-0.195217941218096,"LE2-1231.018","FCM"
1978,-0.308645819299566,"LE2-1231.018","FCM"
1979,-0.532532232190095,"LE2-1231.018","FCM"
1980,-0.851774394074228,"LE2-1231.018","FCM"
1981,-0.934217039925623,"LE2-1231.018","FCM"
1982,-0.920951897444608,"LE2-1231.018","FCM"
1983,-1.80438066372479,"LE2-1231.018","FCM"
1984,-1.7579262510848,"LE2-1231.018","FCM"
1985,-1.65563148476892,"LE2-1231.018","FCM"
1986,-1.55601709442958,"LE2-1231.018","FCM"
1987,-1.63203934925304,"LE2-1231.018","FCM"
1988,-1.61227027132316,"LE2-1231.018","FCM"
1989,-1.60576066154122,"LE2-1231.018","FCM"
1990,-2.05175681373747,"LE2-1231.018","FCM"
1991,-1.94289193060409,"LE2-1231.018","FCM"
1992,-2.14808183557035,"LE2-1231.018","FCM"
1993,-1.97900815336791,"LE2-1231.018","FCM"
1994,-1.55386847779237,"LE2-1231.018","FCM"
1995,-1.00879429434756,"LE2-1231.018","FCM"
1996,-0.828439189655538,"LE2-1231.018","FCM"
1997,-0.85967265231647,"LE2-1231.018","FCM"
1998,-1.01020089236547,"LE2-1231.018","FCM"
1999,-0.905119658724553,"LE2-1231.018","FCM"
2000,-0.746094237699219,"LE2-1231.018","FCM"
2001,-0.282775790783652,"LE2-1231.018","FCM"
2002,-0.10093862482368,"LE2-1231.018","FCM"
2003,-0.0396510515313897,"LE2-1231.018","FCM"
2004,-0.369062739403395,"LE2-1231.018","FCM"
2005,0.222851782880515,"LE2-1231.018","FCM"
2006,0.643081230232586,"LE2-1231.018","FCM"
2007,0.601905876568101,"LE2-1231.018","FCM"
2008,0.179095699531246,"LE2-1231.018","FCM"
2009,0.468120887910355,"LE2-1231.018","FCM"
2010,0.398566265435788,"LE2-1231.018","FCM"
2011,0.130895050374172,"LE2-1231.018","FCM"
2012,0.132398516344242,"LE2-1231.018","FCM"
2013,-0.0271483893803958,"LE2-1231.018","FCM"
2014,-0.171854540084208,"LE2-1231.018","FCM"
1964,0.0465836309437175,"LE2-1231.019","FCM"
1965,-0.0315261768866704,"LE2-1231.019","FCM"
1966,0.134774402253917,"LE2-1231.019","FCM"
1967,0.829966154724298,"LE2-1231.019","FCM"
1968,0.502340629605451,"LE2-1231.019","FCM"
1969,0.488246294823004,"LE2-1231.019","FCM"
1970,0.469647271061908,"LE2-1231.019","FCM"
1971,0.493090257043279,"LE2-1231.019","FCM"
1972,0.303325355232511,"LE2-1231.019","FCM"
1973,0.298054277998558,"LE2-1231.019","FCM"
1974,-0.143225075715081,"LE2-1231.019","FCM"
1975,-0.33645656706716,"LE2-1231.019","FCM"
1976,-0.268701590896204,"LE2-1231.019","FCM"
1977,1.33700148323413,"LE2-1231.019","FCM"
1978,1.51355493411785,"LE2-1231.019","FCM"
1979,1.70059975915575,"LE2-1231.019","FCM"
1980,2.14866995113105,"LE2-1231.019","FCM"
1981,2.21789068726338,"LE2-1231.019","FCM"
1982,1.08278633287669,"LE2-1231.019","FCM"
1983,1.06724612702077,"LE2-1231.019","FCM"
1984,1.18304216595274,"LE2-1231.019","FCM"
1985,1.1260437556344,"LE2-1231.019","FCM"
1986,1.22676415978377,"LE2-1231.019","FCM"
1987,1.08910497802995,"LE2-1231.019","FCM"
1988,1.08186079571303,"LE2-1231.019","FCM"
1989,1.14112341666173,"LE2-1231.019","FCM"
1990,0.857390513431968,"LE2-1231.019","FCM"
1991,0.777795824281812,"LE2-1231.019","FCM"
1992,-0.933045038591058,"LE2-1231.019","FCM"
1993,-0.619035980856214,"LE2-1231.019","FCM"
1994,-0.844663766063453,"LE2-1231.019","FCM"
1995,-0.913208624595078,"LE2-1231.019","FCM"
1996,-1.26194804572001,"LE2-1231.019","FCM"
1997,-1.09935281158811,"LE2-1231.019","FCM"
1998,-1.22152609700466,"LE2-1231.019","FCM"
1999,-1.24871641062324,"LE2-1231.019","FCM"
2000,-1.27511220440025,"LE2-1231.019","FCM"
2001,-1.71667404938767,"LE2-1231.019","FCM"
2002,-1.93152742659821,"LE2-1231.019","FCM"
2003,-0.630983968051764,"LE2-1231.019","FCM"
2004,-0.622448468488817,"LE2-1231.019","FCM"
2005,-0.501418637756987,"LE2-1231.019","FCM"
2006,-0.381907807553107,"LE2-1231.019","FCM"
2007,-0.594363363630586,"LE2-1231.019","FCM"
2008,-0.59312079841372,"LE2-1231.019","FCM"
2009,-0.361388838072214,"LE2-1231.019","FCM"
2010,-0.442253169731583,"LE2-1231.019","FCM"
2011,-0.505191511616783,"LE2-1231.019","FCM"
2012,-0.395556087071756,"LE2-1231.019","FCM"
2013,-0.430537343824333,"LE2-1231.019","FCM"
2014,-0.283308518550355,"LE2-1231.019","FCM"
1964,-1.30513145311356,"LE2-1231.020","FCM"
1965,-1.51056574577207,"LE2-1231.020","FCM"
1966,-1.85815160924256,"LE2-1231.020","FCM"
1967,-1.99795615033963,"LE2-1231.020","FCM"
1968,-1.82003180155703,"LE2-1231.020","FCM"
1969,-2.01148062857279,"LE2-1231.020","FCM"
1970,-1.7025323063377,"LE2-1231.020","FCM"
1971,-1.88185554890759,"LE2-1231.020","FCM"
1972,-1.78830537221711,"LE2-1231.020","FCM"
1973,-0.906225194977861,"LE2-1231.020","FCM"
1974,-0.612290819455712,"LE2-1231.020","FCM"
1975,-0.671861899606013,"LE2-1231.020","FCM"
1976,0.0020448381699374,"LE2-1231.020","FCM"
1977,-0.195706989039775,"LE2-1231.020","FCM"
1978,0.163677276187238,"LE2-1231.020","FCM"
1979,0.11739512725254,"LE2-1231.020","FCM"
1980,0.373223831444327,"LE2-1231.020","FCM"
1981,0.892014602344857,"LE2-1231.020","FCM"
1982,1.35910934963078,"LE2-1231.020","FCM"
1983,1.14157175642051,"LE2-1231.020","FCM"
1984,1.14350308553938,"LE2-1231.020","FCM"
1985,0.927670730341877,"LE2-1231.020","FCM"
1986,1.20647688790186,"LE2-1231.020","FCM"
1987,1.28773374827273,"LE2-1231.020","FCM"
1988,0.347417938602919,"LE2-1231.020","FCM"
1989,0.231843920019986,"LE2-1231.020","FCM"
1990,0.0883518239162437,"LE2-1231.020","FCM"
1991,-0.848419686015993,"LE2-1231.020","FCM"
1992,-1.10999083095075,"LE2-1231.020","FCM"
1993,-1.48016724435319,"LE2-1231.020","FCM"
1994,-1.52480013159433,"LE2-1231.020","FCM"
1995,-0.816689889522257,"LE2-1231.020","FCM"
1996,-1.21224129629164,"LE2-1231.020","FCM"
1997,-1.07220704519146,"LE2-1231.020","FCM"
1998,-0.784738014473368,"LE2-1231.020","FCM"
1999,-0.651645428826107,"LE2-1231.020","FCM"
2000,-0.638320593405463,"LE2-1231.020","FCM"
2001,-0.717579311796994,"LE2-1231.020","FCM"
2002,-0.857039875232791,"LE2-1231.020","FCM"
2003,-0.683912243034142,"LE2-1231.020","FCM"
2004,-0.782799378131337,"LE2-1231.020","FCM"
2005,-0.770333930953668,"LE2-1231.020","FCM"
2006,-0.508792949957699,"LE2-1231.020","FCM"
2007,-0.50900998905915,"LE2-1231.020","FCM"
2008,-0.48223789057371,"LE2-1231.020","FCM"
2009,-0.532829999687225,"LE2-1231.020","FCM"
2010,-1.52608192461398,"LE2-1231.020","FCM"
2011,-1.56816450318474,"LE2-1231.020","FCM"
2012,-2.41459671111954,"LE2-1231.020","FCM"
2013,-2.91537034323303,"LE2-1231.020","FCM"
2014,-2.20456765625557,"LE2-1231.020","FCM"
1964,-0.975864562912613,"LE2-1251.011","FCM"
1965,-0.967304743807892,"LE2-1251.011","FCM"
1966,-0.766348518325687,"LE2-1251.011","FCM"
1967,-0.59790139796477,"LE2-1251.011","FCM"
1968,-0.516430709666466,"LE2-1251.011","FCM"
1969,0.239819772570283,"LE2-1251.011","FCM"
1970,0.529753177290568,"LE2-1251.011","FCM"
1971,0.439821787557512,"LE2-1251.011","FCM"
1972,0.351257851295788,"LE2-1251.011","FCM"
1973,1.23487349966038,"LE2-1251.011","FCM"
1974,1.22860120516702,"LE2-1251.011","FCM"
1975,1.75112744422376,"LE2-1251.011","FCM"
1976,2.13699773462613,"LE2-1251.011","FCM"
1977,1.72348590907078,"LE2-1251.011","FCM"
1978,1.41805302953808,"LE2-1251.011","FCM"
1979,1.65985784447713,"LE2-1251.011","FCM"
1980,1.60126441392155,"LE2-1251.011","FCM"
1981,0.980378474097239,"LE2-1251.011","FCM"
1982,0.888704080694322,"LE2-1251.011","FCM"
1983,1.01380750474444,"LE2-1251.011","FCM"
1984,0.311127536877567,"LE2-1251.011","FCM"
1985,0.437827997091446,"LE2-1251.011","FCM"
1986,1.06960077110255,"LE2-1251.011","FCM"
1987,2.11819013319807,"LE2-1251.011","FCM"
1988,1.64219698282072,"LE2-1251.011","FCM"
1989,1.59471148440082,"LE2-1251.011","FCM"
1990,0.982681481535781,"LE2-1251.011","FCM"
1991,0.660801358991143,"LE2-1251.011","FCM"
1992,0.617504998084207,"LE2-1251.011","FCM"
1993,0.61568350305032,"LE2-1251.011","FCM"
1994,0.640856119893329,"LE2-1251.011","FCM"
1995,0.991963855739167,"LE2-1251.011","FCM"
