"year","GOA.ar1","EBS.ar1","member","model"
1987,0.204630915338303,0.047882160946187,"LE2-1251.011","FCM"
1988,0.34284233070423,0.113120174747144,"LE2-1251.011","FCM"
1989,0.259569081290866,0.11381651251171,"LE2-1251.011","FCM"
1990,0.22834346844032,0.117822892912575,"LE2-1251.011","FCM"
1991,0.270712172439602,0.284168130537648,"LE2-1251.011","FCM"
1992,0.22010455381301,0.308549677325733,"LE2-1251.011","FCM"
1993,0.204779299405033,0.311938975192546,"LE2-1251.011","FCM"
1994,0.203427694751863,0.294838352066902,"LE2-1251.011","FCM"
1995,0.157416350003623,0.263757003192903,"LE2-1251.011","FCM"
1996,0.200156409622512,0.296661177080508,"LE2-1251.011","FCM"
1997,0.164911345282759,0.223064513152133,"LE2-1251.011","FCM"
1998,0.183547828054117,0.351959774472575,"LE2-1251.011","FCM"
1999,0.274257240384217,0.438760855329652,"LE2-1251.011","FCM"
2000,0.370491966465776,0.363983368619508,"LE2-1251.011","FCM"
2001,0.457778494771462,0.491669224963961,"LE2-1251.011","FCM"
2002,0.40253115994274,0.538930584108383,"LE2-1251.011","FCM"
2003,0.455420989265998,0.542420759800763,"LE2-1251.011","FCM"
2004,0.517769510317599,0.484214714555486,"LE2-1251.011","FCM"
2005,0.545215909592741,0.465541664984244,"LE2-1251.011","FCM"
2006,0.647949426303489,0.55487093187679,"LE2-1251.011","FCM"
2007,0.60536375061952,0.456740153711844,"LE2-1251.011","FCM"
2008,0.583874631895797,0.50485747940848,"LE2-1251.011","FCM"
2009,0.565148768941195,0.505769102771941,"LE2-1251.011","FCM"
2010,0.490328827008831,0.578397844090431,"LE2-1251.011","FCM"
2011,0.50039601304861,0.615007490668468,"LE2-1251.011","FCM"
2012,0.506723979134795,0.527270748402245,"LE2-1251.011","FCM"
2013,0.435652475376787,0.566734006449165,"LE2-1251.011","FCM"
2014,0.356727670038889,0.629237187355259,"LE2-1251.011","FCM"
1964,0.412740185876036,0.464952593279943,"LE2-1251.012","FCM"
1965,0.305584381483558,0.549061138502391,"LE2-1251.012","FCM"
1966,0.215248743696229,0.489395186784037,"LE2-1251.012","FCM"
1967,0.132395721976522,0.566416968882097,"LE2-1251.012","FCM"
1968,0.157147328183534,0.399585711505736,"LE2-1251.012","FCM"
1969,0.0943692491144547,0.470290140255382,"LE2-1251.012","FCM"
1970,0.204403238872932,0.515654548588435,"LE2-1251.012","FCM"
1971,0.139785323961982,0.435837916005977,"LE2-1251.012","FCM"
1972,0.147736342084668,0.386293573095827,"LE2-1251.012","FCM"
1973,0.148551356152553,0.155243708456377,"LE2-1251.012","FCM"
1974,0.126061318699822,0.161325221120086,"LE2-1251.012","FCM"
1975,0.113525785905309,0.170989641390658,"LE2-1251.012","FCM"
1976,0.148172746593576,0.114407905647356,"LE2-1251.012","FCM"
1977,0.30657985718265,0.0932979736010307,"LE2-1251.012","FCM"
1978,0.385003425442027,0.0674633299174847,"LE2-1251.012","FCM"
1979,0.522404996693878,0.100009844949756,"LE2-1251.012","FCM"
1980,0.57462935389321,0.180113882397402,"LE2-1251.012","FCM"
1981,0.594184948249309,0.202843869666957,"LE2-1251.012","FCM"
1982,0.536712425654246,0.218263633399489,"LE2-1251.012","FCM"
1983,0.423945200848958,0.147838165444478,"LE2-1251.012","FCM"
1984,0.523093045431035,0.179394080573114,"LE2-1251.012","FCM"
1985,0.598778294375331,0.31943312292349,"LE2-1251.012","FCM"
1986,0.582817493319457,0.48821507487275,"LE2-1251.012","FCM"
1987,0.5842739991593,0.513085782856397,"LE2-1251.012","FCM"
1988,0.580120853104743,0.608629883341655,"LE2-1251.012","FCM"
1989,0.612819922623095,0.61094560704538,"LE2-1251.012","FCM"
1990,0.62957581744461,0.586503202460129,"LE2-1251.012","FCM"
1991,0.658888831547863,0.61285177258559,"LE2-1251.012","FCM"
1992,0.631869167778806,0.609783953048082,"LE2-1251.012","FCM"
1993,0.554147481042066,0.620601219877064,"LE2-1251.012","FCM"
1994,0.570258618880346,0.568329025123266,"LE2-1251.012","FCM"
1995,0.548405134115656,0.609389876746341,"LE2-1251.012","FCM"
1996,0.445461331504784,0.587518950854988,"LE2-1251.012","FCM"
1997,0.505843190231376,0.648018777636187,"LE2-1251.012","FCM"
1998,0.402089615452755,0.637932252780237,"LE2-1251.012","FCM"
1999,0.203978784441455,0.538391363040857,"LE2-1251.012","FCM"
2000,0.178552887119112,0.389190225807168,"LE2-1251.012","FCM"
2001,0.171255235961674,0.350783187669756,"LE2-1251.012","FCM"
2002,0.187019751858124,0.416082015074343,"LE2-1251.012","FCM"
2003,0.196305560151664,0.239066548968046,"LE2-1251.012","FCM"
2004,0.135882292490261,0.132523523518321,"LE2-1251.012","FCM"
2005,0.214163927573312,0.0143752211114477,"LE2-1251.012","FCM"
2006,0.295158698863406,0.13090019987289,"LE2-1251.012","FCM"
2007,0.449370666677268,0.238906434607141,"LE2-1251.012","FCM"
2008,0.448784826105175,0.330263912722588,"LE2-1251.012","FCM"
2009,0.492747092070162,0.459326624924819,"LE2-1251.012","FCM"
2010,0.455083095008213,0.488809337846494,"LE2-1251.012","FCM"
2011,0.542442537175773,0.570086932973994,"LE2-1251.012","FCM"
2012,0.567404880224885,0.506808833021002,"LE2-1251.012","FCM"
2013,0.630658656525459,0.500739710034822,"LE2-1251.012","FCM"
2014,0.612877249528275,0.510306124098533,"LE2-1251.012","FCM"
1964,0.23407673184247,0.416374026511883,"LE2-1251.013","FCM"
1965,0.124166776219053,0.245146050356953,"LE2-1251.013","FCM"
1966,0.253791493603736,0.0255770984651021,"LE2-1251.013","FCM"
1967,0.259196700500858,-0.0808422120979314,"LE2-1251.013","FCM"
1968,0.128797185199947,-0.0265235159332411,"LE2-1251.013","FCM"
1969,0.230658170862793,-0.134907037887601,"LE2-1251.013","FCM"
1970,0.242981638792424,-0.0785028532796812,"LE2-1251.013","FCM"
1971,0.322060919581955,-0.182529932187922,"LE2-1251.013","FCM"
1972,0.29091073624656,-0.110641810269686,"LE2-1251.013","FCM"
1973,0.295714578115447,0.0458686982520392,"LE2-1251.013","FCM"
1974,0.113993718152375,0.00379766820333728,"LE2-1251.013","FCM"
1975,0.184219129503795,0.194601278421678,"LE2-1251.013","FCM"
1976,0.161688272151764,0.274059825874639,"LE2-1251.013","FCM"
1977,0.0692354917464757,0.337400696621479,"LE2-1251.013","FCM"
1978,-0.115234626121232,0.462077160768043,"LE2-1251.013","FCM"
1979,0.0303735232483369,0.606001484087969,"LE2-1251.013","FCM"
1980,0.0115144119262293,0.597203624307677,"LE2-1251.013","FCM"
1981,0.0561479939278551,0.613604469724209,"LE2-1251.013","FCM"
1982,0.148407279023563,0.557064328933719,"LE2-1251.013","FCM"
1983,0.385285010218163,0.645341664276117,"LE2-1251.013","FCM"
1984,0.41584614512668,0.660461246701221,"LE2-1251.013","FCM"
1985,0.43368048179884,0.662440978338989,"LE2-1251.013","FCM"
1986,0.524028583161808,0.67469281924699,"LE2-1251.013","FCM"
1987,0.49959083891059,0.686963734536476,"LE2-1251.013","FCM"
1988,0.457464772998715,0.713638635759722,"LE2-1251.013","FCM"
1989,0.415135268076326,0.714485875852659,"LE2-1251.013","FCM"
1990,0.396929601819416,0.667791571437324,"LE2-1251.013","FCM"
1991,0.41837940106808,0.635426094682032,"LE2-1251.013","FCM"
1992,0.38546404022937,0.497716636182911,"LE2-1251.013","FCM"
1993,0.340929035729122,0.333396077411472,"LE2-1251.013","FCM"
1994,0.333097020094203,0.137372242792863,"LE2-1251.013","FCM"
1995,0.264093112059481,0.126261953480925,"LE2-1251.013","FCM"
1996,0.244490624888788,0.00688750197374825,"LE2-1251.013","FCM"
1997,0.145218586489642,-0.045789770973601,"LE2-1251.013","FCM"
1998,0.210404208987834,0.082772781532511,"LE2-1251.013","FCM"
1999,0.0380917772228196,0.0261017929973749,"LE2-1251.013","FCM"
2000,0.0640421082919582,0.00488182956231804,"LE2-1251.013","FCM"
2001,0.16098116837755,0.00139983194122248,"LE2-1251.013","FCM"
2002,0.161513776241433,0.00641651117639748,"LE2-1251.013","FCM"
2003,0.154761063942596,-0.113369313842185,"LE2-1251.013","FCM"
2004,0.170343681834948,-0.121572693297966,"LE2-1251.013","FCM"
2005,0.172974307467326,-0.0490212521384224,"LE2-1251.013","FCM"
2006,0.285667356844193,-0.0581955353365956,"LE2-1251.013","FCM"
2007,0.264282025383134,-0.165287748108611,"LE2-1251.013","FCM"
2008,0.263838694487844,-0.202136198972528,"LE2-1251.013","FCM"
2009,0.291132259191436,-0.0986705472573283,"LE2-1251.013","FCM"
2010,0.272708667181958,-0.0117155380692709,"LE2-1251.013","FCM"
2011,0.347428628201726,0.118270270168722,"LE2-1251.013","FCM"
2012,0.355162858922362,0.17171426049021,"LE2-1251.013","FCM"
2013,0.627361952226996,0.438234812454375,"LE2-1251.013","FCM"
2014,0.521490737762919,0.516453864320964,"LE2-1251.013","FCM"
1964,0.193716885939629,0.138631180434267,"LE2-1251.014","FCM"
1965,0.110596963059887,0.0868255594752144,"LE2-1251.014","FCM"
1966,0.102708208883734,0.118200780182865,"LE2-1251.014","FCM"
1967,0.26587181915211,0.231616135011243,"LE2-1251.014","FCM"
1968,0.262259406285392,0.369980533753546,"LE2-1251.014","FCM"
1969,0.357672890734962,0.408910476714048,"LE2-1251.014","FCM"
1970,0.504152757409385,0.460346772230999,"LE2-1251.014","FCM"
1971,0.596588394615395,0.485231407108214,"LE2-1251.014","FCM"
1972,0.58743035390425,0.484945322274996,"LE2-1251.014","FCM"
1973,0.540581666212926,0.467188792301035,"LE2-1251.014","FCM"
1974,0.347712997023925,0.270759776727551,"LE2-1251.014","FCM"
1975,0.155720122294208,0.238813662121507,"LE2-1251.014","FCM"
1976,-0.0199827996071623,0.171824911017758,"LE2-1251.014","FCM"
1977,-0.123541470292429,0.149082872138521,"LE2-1251.014","FCM"
1978,-0.139972437200271,0.163516345354107,"LE2-1251.014","FCM"
1979,-0.105707014577345,0.162181490737756,"LE2-1251.014","FCM"
1980,-0.0392719003727077,0.273247154999084,"LE2-1251.014","FCM"
1981,-0.0892611097501576,0.255748956696191,"LE2-1251.014","FCM"
1982,0.00677803390561681,0.188210568008917,"LE2-1251.014","FCM"
1983,-0.106537078479349,0.329508392327675,"LE2-1251.014","FCM"
1984,-0.177693736455922,0.320457736512638,"LE2-1251.014","FCM"
1985,-0.292366681826071,0.365913665949097,"LE2-1251.014","FCM"
1986,-0.371063598295865,0.345630110148372,"LE2-1251.014","FCM"
1987,-0.473158044020339,0.162941530137542,"LE2-1251.014","FCM"
1988,-0.504220777651139,0.062080391355938,"LE2-1251.014","FCM"
1989,-0.444727641431715,0.0125147628349113,"LE2-1251.014","FCM"
1990,-0.314148386789827,0.117820393566327,"LE2-1251.014","FCM"
1991,-0.266912894796945,0.0281770035705883,"LE2-1251.014","FCM"
1992,-0.220621247700919,-0.118032270917431,"LE2-1251.014","FCM"
1993,-0.167480012153172,0.0655535920686029,"LE2-1251.014","FCM"
1994,-0.128458941473545,0.28575309485255,"LE2-1251.014","FCM"
1995,-0.119458722846659,0.499368399145196,"LE2-1251.014","FCM"
1996,-0.112100148252682,0.566383791970868,"LE2-1251.014","FCM"
1997,-0.0169853230048629,0.576971259237421,"LE2-1251.014","FCM"
1998,0.0460267702486189,0.624091155225531,"LE2-1251.014","FCM"
1999,0.172977758188987,0.610482600412201,"LE2-1251.014","FCM"
2000,0.0906475940001246,0.608809301461775,"LE2-1251.014","FCM"
2001,0.114680928594279,0.599664284845703,"LE2-1251.014","FCM"
2002,0.150875896537691,0.633333199267385,"LE2-1251.014","FCM"
2003,0.127170744269986,0.524251613878238,"LE2-1251.014","FCM"
2004,0.19799300282233,0.356895543540796,"LE2-1251.014","FCM"
2005,0.0700592419649165,0.452707485986026,"LE2-1251.014","FCM"
2006,0.0667153893767606,0.585387882783106,"LE2-1251.014","FCM"
2007,0.075982686553736,0.59792303639798,"LE2-1251.014","FCM"
2008,0.17321315340749,0.455654362260978,"LE2-1251.014","FCM"
2009,0.288401641613831,0.635104075606064,"LE2-1251.014","FCM"
2010,0.242001330914826,0.642816852210539,"LE2-1251.014","FCM"
2011,0.122110558050351,0.523499499578724,"LE2-1251.014","FCM"
2012,0.316002950144605,0.608464611628749,"LE2-1251.014","FCM"
2013,0.192025334020505,0.496247203040861,"LE2-1251.014","FCM"
2014,0.30962673006528,0.449729990658201,"LE2-1251.014","FCM"
1964,0.544389182133271,0.201148271997519,"LE2-1251.015","FCM"
1965,0.590637135514382,0.313861332549359,"LE2-1251.015","FCM"
1966,0.582301581374658,0.391433275438164,"LE2-1251.015","FCM"
1967,0.570903749628047,0.524493899803839,"LE2-1251.015","FCM"
1968,0.54841717840135,0.439388173669609,"LE2-1251.015","FCM"
1969,0.515103974865603,0.464127528473247,"LE2-1251.015","FCM"
1970,0.599791399596292,0.586945628900998,"LE2-1251.015","FCM"
1971,0.559059365764608,0.639177009823399,"LE2-1251.015","FCM"
1972,0.352603984561016,0.473688505999661,"LE2-1251.015","FCM"
1973,0.202663841328889,0.455639054906778,"LE2-1251.015","FCM"
1974,0.115617222388454,0.521503962178461,"LE2-1251.015","FCM"
1975,0.180159902473201,0.475169223800266,"LE2-1251.015","FCM"
1976,0.11593363207228,0.489556245276555,"LE2-1251.015","FCM"
1977,0.24450943514403,0.524207036631988,"LE2-1251.015","FCM"
1978,0.331967333336594,0.288475345907532,"LE2-1251.015","FCM"
1979,0.265139178387172,0.29403321414585,"LE2-1251.015","FCM"
1980,0.272228858376016,0.210846567594916,"LE2-1251.015","FCM"
1981,0.207347828217182,0.167833853741912,"LE2-1251.015","FCM"
1982,0.126149452546863,0.194051323875935,"LE2-1251.015","FCM"
1983,0.0446508645994891,0.133008644698968,"LE2-1251.015","FCM"
1984,0.113897119730568,0.00870268631240632,"LE2-1251.015","FCM"
1985,0.0466096493320546,-0.121999744970035,"LE2-1251.015","FCM"
1986,0.132174287102101,0.10727029081873,"LE2-1251.015","FCM"
1987,0.136226422185168,0.203458050029871,"LE2-1251.015","FCM"
1988,0.0929853289504353,0.117239111951412,"LE2-1251.015","FCM"
1989,-0.0155311375202079,0.159927473413072,"LE2-1251.015","FCM"
1990,-0.0170162028745085,0.146337866058327,"LE2-1251.015","FCM"
1991,0.0434355815451211,0.121113231483953,"LE2-1251.015","FCM"
1992,0.106622661482041,0.258316513621748,"LE2-1251.015","FCM"
1993,0.241363618656415,0.18765680128997,"LE2-1251.015","FCM"
1994,0.182620109828889,0.33002599013274,"LE2-1251.015","FCM"
1995,0.254820431244006,0.377410752238593,"LE2-1251.015","FCM"
1996,0.233365653782044,0.401140255288818,"LE2-1251.015","FCM"
1997,0.45133248185621,0.461424174864974,"LE2-1251.015","FCM"
1998,0.446759295047737,0.446629192872125,"LE2-1251.015","FCM"
1999,0.520220903483527,0.550501099511903,"LE2-1251.015","FCM"
2000,0.520055735431814,0.290659855426742,"LE2-1251.015","FCM"
2001,0.535423454459933,0.124856727067723,"LE2-1251.015","FCM"
2002,0.525616426398196,0.305486770526551,"LE2-1251.015","FCM"
2003,0.452558163657346,0.34160006443301,"LE2-1251.015","FCM"
2004,0.390687727326915,0.253988446481675,"LE2-1251.015","FCM"
2005,0.532919974046153,0.126990068843035,"LE2-1251.015","FCM"
2006,0.429749680006299,-0.0506688554631158,"LE2-1251.015","FCM"
2007,0.361249934763253,0.13098616253986,"LE2-1251.015","FCM"
2008,0.412461217198905,0.185381008417774,"LE2-1251.015","FCM"
2009,0.408479926538801,0.140486617777357,"LE2-1251.015","FCM"
2010,0.436554375872481,0.242760014652927,"LE2-1251.015","FCM"
2011,0.36736049871882,0.0523640729939667,"LE2-1251.015","FCM"
2012,0.389805251239862,0.18374189396542,"LE2-1251.015","FCM"
2013,0.343934535376235,0.351251849946604,"LE2-1251.015","FCM"
2014,0.339594106316257,0.210692770133944,"LE2-1251.015","FCM"
1964,0.344111557550034,0.401936860585321,"LE2-1251.016","FCM"
1965,0.268757639698169,0.468873739422338,"LE2-1251.016","FCM"
1966,0.313826638965161,0.167721823986759,"LE2-1251.016","FCM"
1967,0.311357313430307,0.160308168125763,"LE2-1251.016","FCM"
1968,0.492242811254856,0.180433393078516,"LE2-1251.016","FCM"
1969,0.530638857274349,0.210933965853933,"LE2-1251.016","FCM"
1970,0.526948340257473,0.0921502410559843,"LE2-1251.016","FCM"
1971,0.586062251367333,-0.00718127424229947,"LE2-1251.016","FCM"
1972,0.401854029296282,-0.0566205722661817,"LE2-1251.016","FCM"
1973,0.398736197685699,-0.0266697839822379,"LE2-1251.016","FCM"
1974,0.404174166840463,-0.0730916391000114,"LE2-1251.016","FCM"
1975,0.393367951646914,-0.0853427809919557,"LE2-1251.016","FCM"
1976,0.364016420370938,0.0437764975662716,"LE2-1251.016","FCM"
1977,0.223657623932965,0.0476961235874619,"LE2-1251.016","FCM"
1978,-0.0307098185063942,-0.047749723048715,"LE2-1251.016","FCM"
1979,0.0435679749374881,-0.229969904850381,"LE2-1251.016","FCM"
1980,-0.0295837595415548,0.0416992706015462,"LE2-1251.016","FCM"
1981,0.185446587547975,0.303997004223749,"LE2-1251.016","FCM"
1982,0.374934152630764,0.443734708434463,"LE2-1251.016","FCM"
1983,0.310278007047483,0.438543238129064,"LE2-1251.016","FCM"
1984,0.325061718912076,0.417459097111867,"LE2-1251.016","FCM"
1985,0.291335481083646,0.450739387714407,"LE2-1251.016","FCM"
1986,0.395172567000425,0.538100093297658,"LE2-1251.016","FCM"
1987,0.364652725742495,0.523517111617589,"LE2-1251.016","FCM"
1988,0.378438602842179,0.49169094059196,"LE2-1251.016","FCM"
1989,0.319459266301492,0.534278347327412,"LE2-1251.016","FCM"
1990,0.417225884199894,0.511994940685856,"LE2-1251.016","FCM"
1991,0.443467529733175,0.5220210695122,"LE2-1251.016","FCM"
1992,0.409748028084325,0.549065012818549,"LE2-1251.016","FCM"
1993,0.393947344690093,0.588619257080517,"LE2-1251.016","FCM"
1994,0.503008879218411,0.554166186552881,"LE2-1251.016","FCM"
1995,0.324890620817477,0.42894624302786,"LE2-1251.016","FCM"
1996,0.191120594916951,0.16610807365497,"LE2-1251.016","FCM"
1997,0.0451493978927236,-0.0604907931185091,"LE2-1251.016","FCM"
1998,0.21003053529705,0.0595406327722252,"LE2-1251.016","FCM"
1999,0.38432913538451,0.118912293997049,"LE2-1251.016","FCM"
2000,0.472220450914321,0.17593164099221,"LE2-1251.016","FCM"
2001,0.498687446171665,0.131080474748853,"LE2-1251.016","FCM"
2002,0.482319480873603,0.18280036276581,"LE2-1251.016","FCM"
2003,0.51751543962974,0.164993107196464,"LE2-1251.016","FCM"
2004,0.483239248583674,0.226574180729157,"LE2-1251.016","FCM"
2005,0.474653676974016,0.351355264965781,"LE2-1251.016","FCM"
2006,0.43439501706513,0.463764516601825,"LE2-1251.016","FCM"
2007,0.347328432622205,0.52939421370397,"LE2-1251.016","FCM"
2008,0.209403371662742,0.624509817120188,"LE2-1251.016","FCM"
2009,0.300322591321616,0.667853984265233,"LE2-1251.016","FCM"
2010,0.376989703725153,0.62439801347109,"LE2-1251.016","FCM"
2011,0.604074785644094,0.704936807017515,"LE2-1251.016","FCM"
2012,0.717242672883197,0.746515377178454,"LE2-1251.016","FCM"
2013,0.678400507955868,0.66992981285956,"LE2-1251.016","FCM"
2014,0.656809767570261,0.611253034090314,"LE2-1251.016","FCM"
1964,0.388389257449069,0.541439598558142,"LE2-1251.017","FCM"
1965,0.448473776175896,0.547663389820554,"LE2-1251.017","FCM"
1966,0.523998060090536,0.534409106774214,"LE2-1251.017","FCM"
1967,0.54754562315799,0.536869109561735,"LE2-1251.017","FCM"
1968,0.56271559219002,0.541900147412452,"LE2-1251.017","FCM"
1969,0.490969329677084,0.531501067667218,"LE2-1251.017","FCM"
1970,0.217343450647378,0.270164243899031,"LE2-1251.017","FCM"
1971,0.179768277884352,0.323434888672783,"LE2-1251.017","FCM"
1972,0.209521034514069,0.381836012309644,"LE2-1251.017","FCM"
1973,0.446579943724612,0.354870729527554,"LE2-1251.017","FCM"
1974,0.543957155412199,0.446143789354425,"LE2-1251.017","FCM"
1975,0.560176228129824,0.461140918817976,"LE2-1251.017","FCM"
1976,0.447088780930907,0.396857759086336,"LE2-1251.017","FCM"
1977,0.314097514720295,0.327580662932426,"LE2-1251.017","FCM"
1978,0.340255637838893,0.376922663448114,"LE2-1251.017","FCM"
1979,0.333561227273464,0.318454026907946,"LE2-1251.017","FCM"
1980,0.332983959051124,0.357396271650956,"LE2-1251.017","FCM"
1981,0.295398936565737,0.365224529909357,"LE2-1251.017","FCM"
1982,0.260852275614452,0.312308842623201,"LE2-1251.017","FCM"
1983,0.163664661927787,0.173033194625406,"LE2-1251.017","FCM"
1984,0.332176408582842,0.173623486479634,"LE2-1251.017","FCM"
1985,0.469282246456474,0.356619365239378,"LE2-1251.017","FCM"
1986,0.409457448080257,0.369518531325281,"LE2-1251.017","FCM"
1987,0.234869530411437,0.316670275401708,"LE2-1251.017","FCM"
1988,0.0947905437244365,0.252560370944334,"LE2-1251.017","FCM"
1989,0.0838459060409856,0.262016129685919,"LE2-1251.017","FCM"
1990,0.0559614678723002,0.25599785650617,"LE2-1251.017","FCM"
1991,0.224454868303862,0.44595900212733,"LE2-1251.017","FCM"
1992,0.254409060140768,0.37104134302661,"LE2-1251.017","FCM"
1993,0.270941520900085,0.416241844415278,"LE2-1251.017","FCM"
1994,0.0360045310565464,0.327831294494656,"LE2-1251.017","FCM"
1995,0.154728516413446,0.152581794474769,"LE2-1251.017","FCM"
1996,0.378904000467925,0.36771076736952,"LE2-1251.017","FCM"
1997,0.392188351063394,0.297615732442939,"LE2-1251.017","FCM"
1998,0.406314668300582,0.317520600576004,"LE2-1251.017","FCM"
1999,0.39028706226914,0.324663885473727,"LE2-1251.017","FCM"
2000,0.207622786962777,0.296433821965063,"LE2-1251.017","FCM"
2001,0.347914064197234,0.422073473389162,"LE2-1251.017","FCM"
2002,0.479645741914045,0.484230004521654,"LE2-1251.017","FCM"
2003,0.557203033545104,0.538964333430044,"LE2-1251.017","FCM"
2004,0.558732983390344,0.524725630346839,"LE2-1251.017","FCM"
2005,0.604521140585798,0.561253456372647,"LE2-1251.017","FCM"
2006,0.613622783491793,0.583294133512888,"LE2-1251.017","FCM"
2007,0.597724088070094,0.570303329133462,"LE2-1251.017","FCM"
2008,0.601329325100236,0.568852569706275,"LE2-1251.017","FCM"
2009,0.576093254729424,0.563685894053857,"LE2-1251.017","FCM"
2010,0.533054401539665,0.45259953608023,"LE2-1251.017","FCM"
2011,0.554839602004929,0.578117071461367,"LE2-1251.017","FCM"
2012,0.529557098112763,0.57670905183556,"LE2-1251.017","FCM"
2013,0.423390223623523,0.595407423028384,"LE2-1251.017","FCM"
2014,0.709582474514099,0.626573653092336,"LE2-1251.017","FCM"
1964,0.497625768815853,0.508071972413218,"LE2-1251.018","FCM"
1965,0.410520990012956,0.298370818841528,"LE2-1251.018","FCM"
1966,0.304206140451012,0.334343566186068,"LE2-1251.018","FCM"
1967,0.419070163191666,0.367936284957755,"LE2-1251.018","FCM"
1968,0.395485808315198,0.325834751271084,"LE2-1251.018","FCM"
1969,0.4504762316178,0.286163453322611,"LE2-1251.018","FCM"
1970,0.359171231392064,0.264367613962891,"LE2-1251.018","FCM"
1971,0.19588681117994,0.25832533693656,"LE2-1251.018","FCM"
1972,0.221671721195785,0.438408091690248,"LE2-1251.018","FCM"
1973,0.231040971333874,0.403042976943515,"LE2-1251.018","FCM"
1974,0.141508145491912,0.289151560757136,"LE2-1251.018","FCM"
1975,0.062678360140876,0.197715694959749,"LE2-1251.018","FCM"
1976,0.193873280292379,0.0996140164513743,"LE2-1251.018","FCM"
1977,0.163264131741066,0.125141622917084,"LE2-1251.018","FCM"
1978,0.155028553844742,-0.0796657789716944,"LE2-1251.018","FCM"
1979,0.14202243340026,-0.0393165020763305,"LE2-1251.018","FCM"
1980,0.073080572061524,-0.0749918276436267,"LE2-1251.018","FCM"
1981,0.0503195493004443,0.00335017944651525,"LE2-1251.018","FCM"
1982,0.257408019247741,0.134131841119024,"LE2-1251.018","FCM"
1983,0.322140331245403,0.307504354170172,"LE2-1251.018","FCM"
1984,0.486028512496003,0.455571573118585,"LE2-1251.018","FCM"
1985,0.551850688458072,0.51347882801758,"LE2-1251.018","FCM"
1986,0.464544726817132,0.49633656062289,"LE2-1251.018","FCM"
1987,0.565411245130476,0.564367073890033,"LE2-1251.018","FCM"
1988,0.583174906441972,0.479568582881151,"LE2-1251.018","FCM"
1989,0.564964105969439,0.367891606198022,"LE2-1251.018","FCM"
1990,0.552849720520277,0.496568104000748,"LE2-1251.018","FCM"
1991,0.45900219204625,0.538745110132121,"LE2-1251.018","FCM"
1992,0.423207990324745,0.438249904054013,"LE2-1251.018","FCM"
1993,0.271143297315012,0.168951012921968,"LE2-1251.018","FCM"
1994,0.222369546195002,-0.0366939419360315,"LE2-1251.018","FCM"
1995,0.367943758078841,0.201376696930251,"LE2-1251.018","FCM"
1996,0.429467859216831,0.287802288615193,"LE2-1251.018","FCM"
1997,0.465603627844114,0.322494622521008,"LE2-1251.018","FCM"
1998,0.512992911976926,0.355777501862098,"LE2-1251.018","FCM"
1999,0.55289886285199,0.415869425938078,"LE2-1251.018","FCM"
2000,0.637228019639781,0.435875795773703,"LE2-1251.018","FCM"
2001,0.51055332673776,0.335895576529501,"LE2-1251.018","FCM"
2002,0.287075186386481,0.36395823497863,"LE2-1251.018","FCM"
2003,0.143117798806313,0.584884257539933,"LE2-1251.018","FCM"
2004,-0.0682837910728747,0.457000079394643,"LE2-1251.018","FCM"
2005,-0.301567280123427,0.539348641661965,"LE2-1251.018","FCM"
2006,-0.383274957819999,0.522086983477434,"LE2-1251.018","FCM"
2007,-0.168868732077936,0.459158812143009,"LE2-1251.018","FCM"
2008,-0.125101453371949,0.485223249648612,"LE2-1251.018","FCM"
2009,-0.093358658711326,0.411959513268425,"LE2-1251.018","FCM"
2010,-0.0692379295847536,0.32486700621175,"LE2-1251.018","FCM"
2011,-0.0761467972677446,0.234884175836632,"LE2-1251.018","FCM"
2012,-0.180840024072498,0.125327358597637,"LE2-1251.018","FCM"
2013,-0.198966263663543,0.0313880204540048,"LE2-1251.018","FCM"
2014,-0.194601790509161,0.0314704605722324,"LE2-1251.018","FCM"
1964,0.289476120466067,0.215539922332601,"LE2-1251.019","FCM"
1965,0.30795139174239,0.236172829034434,"LE2-1251.019","FCM"
1966,0.293689581140081,0.26944969350541,"LE2-1251.019","FCM"
1967,0.343901743280073,0.212288013966217,"LE2-1251.019","FCM"
1968,0.355595495379084,0.143755454913777,"LE2-1251.019","FCM"
1969,0.273361680454429,0.0952502933353278,"LE2-1251.019","FCM"
1970,0.373772008147061,0.164856086116984,"LE2-1251.019","FCM"
1971,0.358910214595468,0.119794470512148,"LE2-1251.019","FCM"
1972,0.240641220747791,0.123918328784529,"LE2-1251.019","FCM"
1973,0.245086977621231,0.102772854811144,"LE2-1251.019","FCM"
1974,0.134128630745094,0.0301026307551898,"LE2-1251.019","FCM"
1975,0.01758244310007,-0.00177942628373536,"LE2-1251.019","FCM"
1976,0.0924518825111267,-0.00979651781453614,"LE2-1251.019","FCM"
1977,0.0168772978721617,0.0894954535032469,"LE2-1251.019","FCM"
1978,0.166109863716839,0.184191390791776,"LE2-1251.019","FCM"
1979,0.212072670265925,0.169731250690917,"LE2-1251.019","FCM"
1980,0.175530305689658,0.0716427084075216,"LE2-1251.019","FCM"
1981,0.110946787031972,0.0530264485888385,"LE2-1251.019","FCM"
1982,0.0418208546584302,0.0340471958527708,"LE2-1251.019","FCM"
1983,0.0855637170502266,0.010992927456678,"LE2-1251.019","FCM"
1984,0.0997512425835145,-0.0958543040640099,"LE2-1251.019","FCM"
