"year","AL.anom","member","model"
1990,-119.102738574795,"LE2-1231.018","FCM"
1991,166.332237679013,"LE2-1231.018","FCM"
1992,-136.919522422441,"LE2-1231.018","FCM"
1993,-642.36749456309,"LE2-1231.018","FCM"
1994,491.092391248123,"LE2-1231.018","FCM"
1995,637.323435398821,"LE2-1231.018","FCM"
1996,896.267510040488,"LE2-1231.018","FCM"
1997,433.181219493193,"LE2-1231.018","FCM"
1998,-333.321698553661,"LE2-1231.018","FCM"
1999,-302.296921295888,"LE2-1231.018","FCM"
2000,917.997758341718,"LE2-1231.018","FCM"
2001,959.144611608393,"LE2-1231.018","FCM"
2002,742.232879742302,"LE2-1231.018","FCM"
2003,-131.888244663029,"LE2-1231.018","FCM"
2004,398.064210069924,"LE2-1231.018","FCM"
2005,-740.450259667832,"LE2-1231.018","FCM"
2006,1061.90610202989,"LE2-1231.018","FCM"
2007,-51.2243628087223,"LE2-1231.018","FCM"
2008,-195.941504187631,"LE2-1231.018","FCM"
2009,-401.970813175461,"LE2-1231.018","FCM"
2010,9.75022335597334,"LE2-1231.018","FCM"
2011,-146.938932919844,"LE2-1231.018","FCM"
2012,437.016202872639,"LE2-1231.018","FCM"
2013,320.348465905336,"LE2-1231.018","FCM"
2014,475.43408503305,"LE2-1231.018","FCM"
1851,-221.366495355054,"LE2-1231.019","FCM"
1852,360.22151745088,"LE2-1231.019","FCM"
1853,824.382111125819,"LE2-1231.019","FCM"
1854,-14.4110061194986,"LE2-1231.019","FCM"
1855,-582.34996249678,"LE2-1231.019","FCM"
1856,-163.282840309441,"LE2-1231.019","FCM"
1857,879.495305919394,"LE2-1231.019","FCM"
1858,-1198.07982920935,"LE2-1231.019","FCM"
1859,-207.256932321264,"LE2-1231.019","FCM"
1860,-355.183502423588,"LE2-1231.019","FCM"
1861,-554.05714785702,"LE2-1231.019","FCM"
1862,543.30218612032,"LE2-1231.019","FCM"
1863,-140.310509967639,"LE2-1231.019","FCM"
1864,114.111535904865,"LE2-1231.019","FCM"
1865,605.4821368046,"LE2-1231.019","FCM"
1866,57.6297159639419,"LE2-1231.019","FCM"
1867,1284.50532809619,"LE2-1231.019","FCM"
1868,263.289951668231,"LE2-1231.019","FCM"
1869,1067.16434373038,"LE2-1231.019","FCM"
1870,33.7729349381427,"LE2-1231.019","FCM"
1871,-190.204400165414,"LE2-1231.019","FCM"
1872,-234.884383458247,"LE2-1231.019","FCM"
1873,-277.024305861941,"LE2-1231.019","FCM"
1874,252.529096692307,"LE2-1231.019","FCM"
1875,555.814504758181,"LE2-1231.019","FCM"
1876,-145.550494227115,"LE2-1231.019","FCM"
1877,-77.0105061851305,"LE2-1231.019","FCM"
1878,126.251858966033,"LE2-1231.019","FCM"
1879,-456.437061942844,"LE2-1231.019","FCM"
1880,73.532594935107,"LE2-1231.019","FCM"
1881,1556.83568568403,"LE2-1231.019","FCM"
1882,509.42183064146,"LE2-1231.019","FCM"
1883,-250.960232765751,"LE2-1231.019","FCM"
1884,978.809316459521,"LE2-1231.019","FCM"
1885,-75.282141929876,"LE2-1231.019","FCM"
1886,415.107154915894,"LE2-1231.019","FCM"
1887,212.095329666289,"LE2-1231.019","FCM"
1888,-225.140260968301,"LE2-1231.019","FCM"
1889,264.3241225236,"LE2-1231.019","FCM"
1890,-559.598433089165,"LE2-1231.019","FCM"
1891,-540.011881571884,"LE2-1231.019","FCM"
1892,-52.4776215886023,"LE2-1231.019","FCM"
1893,497.564299247573,"LE2-1231.019","FCM"
1894,-209.850556168123,"LE2-1231.019","FCM"
1895,-153.906379469052,"LE2-1231.019","FCM"
1896,-851.631280149348,"LE2-1231.019","FCM"
1897,-488.436367849702,"LE2-1231.019","FCM"
1898,60.2975536360079,"LE2-1231.019","FCM"
1899,-477.317957683387,"LE2-1231.019","FCM"
1900,142.976463659019,"LE2-1231.019","FCM"
1901,-411.826834683865,"LE2-1231.019","FCM"
1902,616.832702553477,"LE2-1231.019","FCM"
1903,-152.130153070981,"LE2-1231.019","FCM"
1904,1335.97957289621,"LE2-1231.019","FCM"
1905,-179.871823804448,"LE2-1231.019","FCM"
1906,-716.193656672938,"LE2-1231.019","FCM"
1907,50.450230834245,"LE2-1231.019","FCM"
1908,-105.442135811815,"LE2-1231.019","FCM"
1909,205.329560299793,"LE2-1231.019","FCM"
1910,110.53138565328,"LE2-1231.019","FCM"
1911,176.227798583814,"LE2-1231.019","FCM"
1912,-634.630156077099,"LE2-1231.019","FCM"
1913,-138.133778912253,"LE2-1231.019","FCM"
1914,-647.918172097885,"LE2-1231.019","FCM"
1915,-31.7934443583621,"LE2-1231.019","FCM"
1916,-147.070263981506,"LE2-1231.019","FCM"
1917,-164.360505978554,"LE2-1231.019","FCM"
1918,-462.207142243935,"LE2-1231.019","FCM"
1919,281.991859800647,"LE2-1231.019","FCM"
1920,-16.5303373923925,"LE2-1231.019","FCM"
1921,-190.235874582746,"LE2-1231.019","FCM"
1922,-154.879832272342,"LE2-1231.019","FCM"
1923,-456.090698916932,"LE2-1231.019","FCM"
1924,169.862312698265,"LE2-1231.019","FCM"
1925,306.714703464917,"LE2-1231.019","FCM"
1926,-349.865202290842,"LE2-1231.019","FCM"
1927,992.781162477635,"LE2-1231.019","FCM"
1928,547.844249135648,"LE2-1231.019","FCM"
1929,231.967001922228,"LE2-1231.019","FCM"
1930,-1110.35137277249,"LE2-1231.019","FCM"
1931,431.534430417602,"LE2-1231.019","FCM"
1932,745.001015088281,"LE2-1231.019","FCM"
1933,-138.120254893351,"LE2-1231.019","FCM"
1934,-1077.31417792909,"LE2-1231.019","FCM"
1935,296.22478184679,"LE2-1231.019","FCM"
1936,-525.993394666307,"LE2-1231.019","FCM"
1937,-54.3132109200739,"LE2-1231.019","FCM"
1938,389.524541469908,"LE2-1231.019","FCM"
1939,370.261335570183,"LE2-1231.019","FCM"
1940,252.188829013327,"LE2-1231.019","FCM"
1941,428.785045689639,"LE2-1231.019","FCM"
1942,0.589873783376935,"LE2-1231.019","FCM"
1943,-899.114426039555,"LE2-1231.019","FCM"
1944,-112.240450132762,"LE2-1231.019","FCM"
1945,652.927501892304,"LE2-1231.019","FCM"
1946,-537.195205626295,"LE2-1231.019","FCM"
1947,7.68328634861949,"LE2-1231.019","FCM"
1948,-795.043437521505,"LE2-1231.019","FCM"
1949,-1371.73294442044,"LE2-1231.019","FCM"
1950,-398.802738793202,"LE2-1231.019","FCM"
1951,127.136098064519,"LE2-1231.019","FCM"
1952,870.94140472663,"LE2-1231.019","FCM"
1953,774.766069357224,"LE2-1231.019","FCM"
1954,161.299789234253,"LE2-1231.019","FCM"
1955,-501.69941061781,"LE2-1231.019","FCM"
1956,271.581475053838,"LE2-1231.019","FCM"
1957,-850.428285679896,"LE2-1231.019","FCM"
1958,173.912387413036,"LE2-1231.019","FCM"
1959,-838.15339120283,"LE2-1231.019","FCM"
1960,862.647615999602,"LE2-1231.019","FCM"
1961,57.1690134772011,"LE2-1231.019","FCM"
1962,-102.462519931565,"LE2-1231.019","FCM"
1963,95.8256983538764,"LE2-1231.019","FCM"
1964,144.065007054579,"LE2-1231.019","FCM"
1965,-248.821326976573,"LE2-1231.019","FCM"
1966,-457.44719696143,"LE2-1231.019","FCM"
1967,1386.81659967918,"LE2-1231.019","FCM"
1968,41.8317038444772,"LE2-1231.019","FCM"
1969,31.9915878200071,"LE2-1231.019","FCM"
1970,-471.302850750465,"LE2-1231.019","FCM"
1971,-360.424047008494,"LE2-1231.019","FCM"
1972,-640.478232313033,"LE2-1231.019","FCM"
1973,-222.969009161542,"LE2-1231.019","FCM"
1974,97.1076519687881,"LE2-1231.019","FCM"
1975,-777.031812531018,"LE2-1231.019","FCM"
1976,-463.588664253192,"LE2-1231.019","FCM"
1977,1539.5434066576,"LE2-1231.019","FCM"
1978,-635.572385182545,"LE2-1231.019","FCM"
1979,-744.569312337042,"LE2-1231.019","FCM"
1980,868.976478430018,"LE2-1231.019","FCM"
1981,-608.663034655254,"LE2-1231.019","FCM"
1982,101.858249510333,"LE2-1231.019","FCM"
1983,-275.348389079584,"LE2-1231.019","FCM"
1984,332.98057462298,"LE2-1231.019","FCM"
1985,-34.9206327227169,"LE2-1231.019","FCM"
1986,-613.911958710969,"LE2-1231.019","FCM"
1987,-260.399433410458,"LE2-1231.019","FCM"
1988,-114.992167524625,"LE2-1231.019","FCM"
1989,280.028599805758,"LE2-1231.019","FCM"
1990,19.3376029998572,"LE2-1231.019","FCM"
1991,235.324102493524,"LE2-1231.019","FCM"
1992,-276.122216389732,"LE2-1231.019","FCM"
1993,780.67426979948,"LE2-1231.019","FCM"
1994,571.90191165896,"LE2-1231.019","FCM"
1995,814.299773317714,"LE2-1231.019","FCM"
1996,-166.07629911371,"LE2-1231.019","FCM"
1997,541.288378652306,"LE2-1231.019","FCM"
1998,322.122962367697,"LE2-1231.019","FCM"
1999,166.065869664515,"LE2-1231.019","FCM"
2000,77.1328649109892,"LE2-1231.019","FCM"
2001,635.830801564316,"LE2-1231.019","FCM"
2002,529.760326115812,"LE2-1231.019","FCM"
2003,-1005.12113131358,"LE2-1231.019","FCM"
2004,112.421509924995,"LE2-1231.019","FCM"
2005,707.409722855396,"LE2-1231.019","FCM"
2006,-146.304741964837,"LE2-1231.019","FCM"
2007,211.991961129495,"LE2-1231.019","FCM"
2008,782.294971727013,"LE2-1231.019","FCM"
2009,-403.217838128244,"LE2-1231.019","FCM"
2010,-376.823085945056,"LE2-1231.019","FCM"
2011,260.877809883592,"LE2-1231.019","FCM"
2012,-436.340700242276,"LE2-1231.019","FCM"
2013,-7.40989546220407,"LE2-1231.019","FCM"
2014,-409.683042103213,"LE2-1231.019","FCM"
1851,266.366585756392,"LE2-1231.020","FCM"
1852,-1197.56110825659,"LE2-1231.020","FCM"
1853,126.795187254644,"LE2-1231.020","FCM"
1854,-189.008185143831,"LE2-1231.020","FCM"
1855,873.950425867394,"LE2-1231.020","FCM"
1856,-565.44964006091,"LE2-1231.020","FCM"
1857,712.820964448429,"LE2-1231.020","FCM"
1858,601.003033612044,"LE2-1231.020","FCM"
1859,965.384160992089,"LE2-1231.020","FCM"
1860,-94.4859828719213,"LE2-1231.020","FCM"
1861,891.767714017419,"LE2-1231.020","FCM"
1862,-37.7649431434706,"LE2-1231.020","FCM"
1863,-716.158413393599,"LE2-1231.020","FCM"
1864,-842.436833268446,"LE2-1231.020","FCM"
1865,30.4635067200799,"LE2-1231.020","FCM"
1866,-215.066450105254,"LE2-1231.020","FCM"
1867,564.759401989765,"LE2-1231.020","FCM"
1868,785.253466708349,"LE2-1231.020","FCM"
1869,-648.582778519734,"LE2-1231.020","FCM"
1870,-662.558863375544,"LE2-1231.020","FCM"
1871,232.064495298117,"LE2-1231.020","FCM"
1872,-378.573990148063,"LE2-1231.020","FCM"
1873,-339.51567160496,"LE2-1231.020","FCM"
1874,485.958801182754,"LE2-1231.020","FCM"
1875,-1317.39329670272,"LE2-1231.020","FCM"
1876,-505.840301173263,"LE2-1231.020","FCM"
1877,-817.394025712368,"LE2-1231.020","FCM"
1878,1330.77070950375,"LE2-1231.020","FCM"
1879,-261.097250812531,"LE2-1231.020","FCM"
1880,-498.784657249001,"LE2-1231.020","FCM"
1881,-416.391205744045,"LE2-1231.020","FCM"
1882,-4.44676504701,"LE2-1231.020","FCM"
1883,-956.091507520155,"LE2-1231.020","FCM"
1884,-367.430828242275,"LE2-1231.020","FCM"
1885,-396.249484449431,"LE2-1231.020","FCM"
1886,808.956490781414,"LE2-1231.020","FCM"
1887,755.119657467363,"LE2-1231.020","FCM"
1888,239.973712491217,"LE2-1231.020","FCM"
1889,-341.793964087586,"LE2-1231.020","FCM"
1890,280.397453552746,"LE2-1231.020","FCM"
1891,379.0354087148,"LE2-1231.020","FCM"
1892,-578.473945392215,"LE2-1231.020","FCM"
1893,-814.527368359114,"LE2-1231.020","FCM"
1894,-238.916958256326,"LE2-1231.020","FCM"
1895,-90.8890153269174,"LE2-1231.020","FCM"
1896,560.293642063101,"LE2-1231.020","FCM"
1897,-234.817136298656,"LE2-1231.020","FCM"
1898,423.660703354285,"LE2-1231.020","FCM"
1899,-282.053781681645,"LE2-1231.020","FCM"
1900,-1378.44697924618,"LE2-1231.020","FCM"
1901,354.672022329518,"LE2-1231.020","FCM"
1902,627.516669767053,"LE2-1231.020","FCM"
1903,-374.552694985542,"LE2-1231.020","FCM"
1904,870.697192282788,"LE2-1231.020","FCM"
1905,681.971996589063,"LE2-1231.020","FCM"
1906,-257.726731068449,"LE2-1231.020","FCM"
1907,51.6353398625939,"LE2-1231.020","FCM"
1908,-684.192919984498,"LE2-1231.020","FCM"
1909,241.146733031084,"LE2-1231.020","FCM"
1910,-473.59846245964,"LE2-1231.020","FCM"
1911,-689.993020622811,"LE2-1231.020","FCM"
1912,518.733986738958,"LE2-1231.020","FCM"
1913,-178.598452072032,"LE2-1231.020","FCM"
1914,874.60980378747,"LE2-1231.020","FCM"
1915,979.655806071395,"LE2-1231.020","FCM"
1916,-404.473614114439,"LE2-1231.020","FCM"
1917,661.393126292486,"LE2-1231.020","FCM"
1918,-956.902304631288,"LE2-1231.020","FCM"
1919,-466.882623762448,"LE2-1231.020","FCM"
1920,293.649294249495,"LE2-1231.020","FCM"
1921,957.299798813378,"LE2-1231.020","FCM"
1922,681.764404642544,"LE2-1231.020","FCM"
1923,-697.875522388797,"LE2-1231.020","FCM"
1924,524.86998363446,"LE2-1231.020","FCM"
1925,187.402110890683,"LE2-1231.020","FCM"
1926,370.257144767631,"LE2-1231.020","FCM"
1927,-234.291394638957,"LE2-1231.020","FCM"
1928,-312.924767250239,"LE2-1231.020","FCM"
1929,-381.967301052576,"LE2-1231.020","FCM"
1930,1634.23489449425,"LE2-1231.020","FCM"
1931,35.2626067309059,"LE2-1231.020","FCM"
1932,571.530325954899,"LE2-1231.020","FCM"
1933,367.225796825177,"LE2-1231.020","FCM"
1934,425.324584905736,"LE2-1231.020","FCM"
1935,1452.02654759078,"LE2-1231.020","FCM"
1936,-64.2166892680803,"LE2-1231.020","FCM"
1937,712.23567850547,"LE2-1231.020","FCM"
1938,756.237601612948,"LE2-1231.020","FCM"
1939,-931.603012215881,"LE2-1231.020","FCM"
1940,-490.751942669297,"LE2-1231.020","FCM"
1941,16.2152956434586,"LE2-1231.020","FCM"
1942,-422.745815747248,"LE2-1231.020","FCM"
1943,-306.445035176686,"LE2-1231.020","FCM"
1944,906.494620099117,"LE2-1231.020","FCM"
1945,-328.875491234223,"LE2-1231.020","FCM"
1946,-228.909837879115,"LE2-1231.020","FCM"
1947,-509.46378604506,"LE2-1231.020","FCM"
1948,-228.097213693161,"LE2-1231.020","FCM"
1949,1083.73315050393,"LE2-1231.020","FCM"
1950,531.596596055024,"LE2-1231.020","FCM"
1951,573.050743828481,"LE2-1231.020","FCM"
1952,-421.340655681214,"LE2-1231.020","FCM"
1953,-445.613676758875,"LE2-1231.020","FCM"
1954,375.881596842406,"LE2-1231.020","FCM"
1955,139.746533706028,"LE2-1231.020","FCM"
1956,-500.387579780645,"LE2-1231.020","FCM"
1957,-328.146539448256,"LE2-1231.020","FCM"
1958,608.884274115257,"LE2-1231.020","FCM"
1959,195.134621155935,"LE2-1231.020","FCM"
1960,-615.382579172111,"LE2-1231.020","FCM"
1961,328.173899802357,"LE2-1231.020","FCM"
1962,693.205100849501,"LE2-1231.020","FCM"
1963,-318.174776916423,"LE2-1231.020","FCM"
1964,-672.262185971293,"LE2-1231.020","FCM"
1965,260.911682312183,"LE2-1231.020","FCM"
1966,-179.081229138924,"LE2-1231.020","FCM"
1967,54.7451781751189,"LE2-1231.020","FCM"
1968,-616.976517271343,"LE2-1231.020","FCM"
1969,-73.9439912395223,"LE2-1231.020","FCM"
1970,525.583889630662,"LE2-1231.020","FCM"
1971,-238.745951131693,"LE2-1231.020","FCM"
1972,-453.925700929411,"LE2-1231.020","FCM"
1973,1132.43505565719,"LE2-1231.020","FCM"
1974,-648.635715771547,"LE2-1231.020","FCM"
1975,-549.746409305647,"LE2-1231.020","FCM"
1976,-1099.23807833265,"LE2-1231.020","FCM"
1977,530.270850871496,"LE2-1231.020","FCM"
1978,575.58169266634,"LE2-1231.020","FCM"
1979,-617.740152128113,"LE2-1231.020","FCM"
1980,591.280054778493,"LE2-1231.020","FCM"
1981,818.702496570289,"LE2-1231.020","FCM"
1982,-865.139120164431,"LE2-1231.020","FCM"
1983,38.0788661967771,"LE2-1231.020","FCM"
1984,59.2916692652023,"LE2-1231.020","FCM"
1985,-61.953103052486,"LE2-1231.020","FCM"
1986,647.728555796812,"LE2-1231.020","FCM"
1987,-570.464533331651,"LE2-1231.020","FCM"
1988,-324.440669703145,"LE2-1231.020","FCM"
1989,-488.142543960396,"LE2-1231.020","FCM"
1990,-267.673347330799,"LE2-1231.020","FCM"
1991,63.9795319154377,"LE2-1231.020","FCM"
1992,-51.8128529563155,"LE2-1231.020","FCM"
1993,-93.5028540027198,"LE2-1231.020","FCM"
1994,-573.866847386815,"LE2-1231.020","FCM"
1995,1031.97311734386,"LE2-1231.020","FCM"
1996,514.264446507934,"LE2-1231.020","FCM"
1997,-955.195737718059,"LE2-1231.020","FCM"
1998,-675.062311529576,"LE2-1231.020","FCM"
1999,-576.260110404388,"LE2-1231.020","FCM"
2000,-0.0478103805056435,"LE2-1231.020","FCM"
2001,588.278800044987,"LE2-1231.020","FCM"
2002,25.3165141744292,"LE2-1231.020","FCM"
2003,-615.267825565538,"LE2-1231.020","FCM"
2004,-248.958615254993,"LE2-1231.020","FCM"
2005,87.0747099129586,"LE2-1231.020","FCM"
2006,487.865878291622,"LE2-1231.020","FCM"
2007,-82.5198257122667,"LE2-1231.020","FCM"
2008,115.38233871378,"LE2-1231.020","FCM"
2009,468.697985291587,"LE2-1231.020","FCM"
2010,83.4952131413901,"LE2-1231.020","FCM"
2011,475.118418308276,"LE2-1231.020","FCM"
2012,-258.049254615565,"LE2-1231.020","FCM"
2013,286.540256821113,"LE2-1231.020","FCM"
2014,-952.268681694743,"LE2-1231.020","FCM"
1851,257.789249935176,"LE2-1251.011","FCM"
1852,-254.266279517074,"LE2-1251.011","FCM"
1853,659.905975433955,"LE2-1251.011","FCM"
1854,16.181572906492,"LE2-1251.011","FCM"
1855,194.042879658854,"LE2-1251.011","FCM"
1856,1031.6142077774,"LE2-1251.011","FCM"
1857,109.725060396052,"LE2-1251.011","FCM"
1858,-542.343454022732,"LE2-1251.011","FCM"
1859,-787.352139780122,"LE2-1251.011","FCM"
1860,179.568343424127,"LE2-1251.011","FCM"
1861,752.3691779536,"LE2-1251.011","FCM"
1862,-224.601708076167,"LE2-1251.011","FCM"
1863,260.996534244985,"LE2-1251.011","FCM"
1864,413.154457512859,"LE2-1251.011","FCM"
1865,458.274560683606,"LE2-1251.011","FCM"
1866,391.450745987805,"LE2-1251.011","FCM"
1867,983.043893728052,"LE2-1251.011","FCM"
1868,111.037582997029,"LE2-1251.011","FCM"
1869,-330.10938222439,"LE2-1251.011","FCM"
1870,1139.51873418034,"LE2-1251.011","FCM"
1871,-426.820772106161,"LE2-1251.011","FCM"
1872,-481.572813408556,"LE2-1251.011","FCM"
1873,-324.722429873725,"LE2-1251.011","FCM"
1874,-270.053685850018,"LE2-1251.011","FCM"
1875,-257.31486397867,"LE2-1251.011","FCM"
1876,-36.5761129948944,"LE2-1251.011","FCM"
1877,20.1567704648005,"LE2-1251.011","FCM"
1878,565.770938850783,"LE2-1251.011","FCM"
1879,383.567537178666,"LE2-1251.011","FCM"
1880,9.86695121370521,"LE2-1251.011","FCM"
1881,-231.028897967187,"LE2-1251.011","FCM"
1882,624.760701548982,"LE2-1251.011","FCM"
1883,-535.463032536812,"LE2-1251.011","FCM"
1884,-645.620785467631,"LE2-1251.011","FCM"
1885,115.768460214833,"LE2-1251.011","FCM"
1886,-109.348022952471,"LE2-1251.011","FCM"
1887,516.444633074282,"LE2-1251.011","FCM"
1888,-534.965382297749,"LE2-1251.011","FCM"
1889,825.922757575926,"LE2-1251.011","FCM"
1890,-56.3440820975535,"LE2-1251.011","FCM"
1891,1138.61501758785,"LE2-1251.011","FCM"
1892,899.132051013138,"LE2-1251.011","FCM"
1893,4.2458416488984,"LE2-1251.011","FCM"
1894,-187.1831544884,"LE2-1251.011","FCM"
1895,-161.915445176497,"LE2-1251.011","FCM"
1896,351.682800056292,"LE2-1251.011","FCM"
1897,-1219.83029830702,"LE2-1251.011","FCM"
1898,-316.157703837829,"LE2-1251.011","FCM"
1899,5.40041126863854,"LE2-1251.011","FCM"
1900,-120.235702690131,"LE2-1251.011","FCM"
1901,-825.331101404668,"LE2-1251.011","FCM"
1902,93.7289548250345,"LE2-1251.011","FCM"
1903,-228.067346177695,"LE2-1251.011","FCM"
1904,403.962600182762,"LE2-1251.011","FCM"
1905,-322.791759732935,"LE2-1251.011","FCM"
1906,26.7442359943229,"LE2-1251.011","FCM"
1907,-116.602867694367,"LE2-1251.011","FCM"
1908,597.397783468308,"LE2-1251.011","FCM"
1909,-307.942130653926,"LE2-1251.011","FCM"
1910,-545.462722155021,"LE2-1251.011","FCM"
1911,1283.92469598702,"LE2-1251.011","FCM"
1912,-419.990485614666,"LE2-1251.011","FCM"
1913,-243.247688943784,"LE2-1251.011","FCM"
1914,-457.921282696666,"LE2-1251.011","FCM"
1915,391.609407915494,"LE2-1251.011","FCM"
1916,246.165161820126,"LE2-1251.011","FCM"
1917,-907.963777108125,"LE2-1251.011","FCM"
1918,674.980446610399,"LE2-1251.011","FCM"
1919,676.542624526662,"LE2-1251.011","FCM"
1920,-651.742640284425,"LE2-1251.011","FCM"
1921,352.127774401864,"LE2-1251.011","FCM"
1922,-56.8185416365504,"LE2-1251.011","FCM"
1923,-90.5349591822751,"LE2-1251.011","FCM"
1924,135.30669199538,"LE2-1251.011","FCM"
1925,319.145385549089,"LE2-1251.011","FCM"
1926,-847.58673348774,"LE2-1251.011","FCM"
1927,628.965442545182,"LE2-1251.011","FCM"
1928,527.226111706836,"LE2-1251.011","FCM"
1929,1067.28506790602,"LE2-1251.011","FCM"
1930,-1002.73061862223,"LE2-1251.011","FCM"
1931,-102.032928058398,"LE2-1251.011","FCM"
1932,456.606366613031,"LE2-1251.011","FCM"
1933,97.0280255803165,"LE2-1251.011","FCM"
1934,-235.972727127558,"LE2-1251.011","FCM"
1935,59.9416233929453,"LE2-1251.011","FCM"
1936,-441.843660012844,"LE2-1251.011","FCM"
1937,-40.4474576437091,"LE2-1251.011","FCM"
1938,-325.098010619717,"LE2-1251.011","FCM"
1939,632.160057959513,"LE2-1251.011","FCM"
1940,-730.322343313698,"LE2-1251.011","FCM"
1941,81.5343122810533,"LE2-1251.011","FCM"
1942,-615.617745879562,"LE2-1251.011","FCM"
1943,73.0753671962187,"LE2-1251.011","FCM"
1944,34.6787192878592,"LE2-1251.011","FCM"
1945,-387.567942165583,"LE2-1251.011","FCM"
1946,597.422014559132,"LE2-1251.011","FCM"
1947,62.0005756943229,"LE2-1251.011","FCM"
1948,-357.048511866391,"LE2-1251.011","FCM"
1949,-338.110529148625,"LE2-1251.011","FCM"
1950,-236.171255571251,"LE2-1251.011","FCM"
1951,516.521143775035,"LE2-1251.011","FCM"
1952,-597.445252242286,"LE2-1251.011","FCM"
1953,-355.320920156323,"LE2-1251.011","FCM"
1954,-79.9003294995963,"LE2-1251.011","FCM"
1955,511.114385693125,"LE2-1251.011","FCM"
1956,248.356987506832,"LE2-1251.011","FCM"
1957,-534.01513064845,"LE2-1251.011","FCM"
1958,-189.388297165616,"LE2-1251.011","FCM"
1959,310.516401620833,"LE2-1251.011","FCM"
1960,190.396729731589,"LE2-1251.011","FCM"
1961,-61.2277303295926,"LE2-1251.011","FCM"
1962,-787.310420496666,"LE2-1251.011","FCM"
1963,-604.598551792345,"LE2-1251.011","FCM"
1964,620.159911227508,"LE2-1251.011","FCM"
1965,-262.208766430743,"LE2-1251.011","FCM"
1966,-910.762350267329,"LE2-1251.011","FCM"
1967,511.653122338546,"LE2-1251.011","FCM"
1968,351.605852258628,"LE2-1251.011","FCM"
1969,-1052.4142150807,"LE2-1251.011","FCM"
1970,775.98691368165,"LE2-1251.011","FCM"
1971,-94.7515403639624,"LE2-1251.011","FCM"
1972,181.3358945844,"LE2-1251.011","FCM"
1973,1117.35169399417,"LE2-1251.011","FCM"
1974,293.5484441791,"LE2-1251.011","FCM"
1975,966.042283124327,"LE2-1251.011","FCM"
1976,-765.936503608611,"LE2-1251.011","FCM"
1977,182.461166384198,"LE2-1251.011","FCM"
1978,-21.1444415334314,"LE2-1251.011","FCM"
1979,-742.013550326761,"LE2-1251.011","FCM"
1980,40.6230778951293,"LE2-1251.011","FCM"
1981,332.946661412349,"LE2-1251.011","FCM"
1982,-11.1100901785646,"LE2-1251.011","FCM"
1983,-432.310615826809,"LE2-1251.011","FCM"
1984,705.432748914613,"LE2-1251.011","FCM"
1985,904.996632865385,"LE2-1251.011","FCM"
1986,-831.736233544747,"LE2-1251.011","FCM"
1987,-1221.01713078765,"LE2-1251.011","FCM"
1988,661.634354520634,"LE2-1251.011","FCM"
1989,102.140292946921,"LE2-1251.011","FCM"
1990,-355.477495110071,"LE2-1251.011","FCM"
1991,-166.605107666861,"LE2-1251.011","FCM"
1992,-63.0551610633832,"LE2-1251.011","FCM"
1993,-58.0966949714055,"LE2-1251.011","FCM"
1994,712.239094567909,"LE2-1251.011","FCM"
1995,-718.739245539944,"LE2-1251.011","FCM"
1996,-568.182542329577,"LE2-1251.011","FCM"
1997,766.545981453415,"LE2-1251.011","FCM"
1998,656.548997890707,"LE2-1251.011","FCM"
1999,718.281848087951,"LE2-1251.011","FCM"
2000,286.23841059473,"LE2-1251.011","FCM"
2001,410.490238147564,"LE2-1251.011","FCM"
2002,-211.198212316863,"LE2-1251.011","FCM"
2003,-321.171024225494,"LE2-1251.011","FCM"
2004,-66.4917520325201,"LE2-1251.011","FCM"
2005,-693.57563665173,"LE2-1251.011","FCM"
2006,621.140490299003,"LE2-1251.011","FCM"
2007,198.542381677958,"LE2-1251.011","FCM"
2008,-24.9519827085465,"LE2-1251.011","FCM"
2009,1043.81519042882,"LE2-1251.011","FCM"
2010,20.6360372995576,"LE2-1251.011","FCM"
2011,-898.429659635928,"LE2-1251.011","FCM"
2012,171.274484806557,"LE2-1251.011","FCM"
2013,362.384932616444,"LE2-1251.011","FCM"
2014,218.751397216818,"LE2-1251.011","FCM"
1851,152.786880549307,"LE2-1251.012","FCM"
1852,75.6836453288315,"LE2-1251.012","FCM"
1853,-547.261947037933,"LE2-1251.012","FCM"
1854,1240.37894173711,"LE2-1251.012","FCM"
1855,-110.803728252795,"LE2-1251.012","FCM"
1856,-232.316016530432,"LE2-1251.012","FCM"
1857,-404.025789252241,"LE2-1251.012","FCM"
1858,-479.510554897241,"LE2-1251.012","FCM"
1859,855.329550604351,"LE2-1251.012","FCM"
1860,-722.596949788762,"LE2-1251.012","FCM"
1861,406.209684653371,"LE2-1251.012","FCM"
1862,164.958050114665,"LE2-1251.012","FCM"
1863,-578.380424266057,"LE2-1251.012","FCM"
1864,1201.41255036032,"LE2-1251.012","FCM"
1865,296.915798342852,"LE2-1251.012","FCM"
1866,-736.3117686491,"LE2-1251.012","FCM"
1867,-241.301767029041,"LE2-1251.012","FCM"
1868,-739.342701133257,"LE2-1251.012","FCM"
1869,-991.887181656243,"LE2-1251.012","FCM"
1870,204.331220190026,"LE2-1251.012","FCM"
1871,-676.221073210626,"LE2-1251.012","FCM"
1872,-79.7217008739329,"LE2-1251.012","FCM"
1873,574.480149096394,"LE2-1251.012","FCM"
1874,308.704200163121,"LE2-1251.012","FCM"
1875,-317.531224689029,"LE2-1251.012","FCM"
1876,-422.983676517238,"LE2-1251.012","FCM"
1877,114.222851791295,"LE2-1251.012","FCM"
