"year","AL.anom","member","model"
1966,-192.941215771796,"LE2-1281.019","FCM"
1967,-147.915140168366,"LE2-1281.019","FCM"
1968,-838.267177691429,"LE2-1281.019","FCM"
1969,780.236497378162,"LE2-1281.019","FCM"
1970,117.889140500419,"LE2-1281.019","FCM"
1971,621.100317228609,"LE2-1281.019","FCM"
1972,-102.944499355454,"LE2-1281.019","FCM"
1973,56.2927318961586,"LE2-1281.019","FCM"
1974,-413.994204794176,"LE2-1281.019","FCM"
1975,510.335331663817,"LE2-1281.019","FCM"
1976,-320.141826006241,"LE2-1281.019","FCM"
1977,296.972093072126,"LE2-1281.019","FCM"
1978,-525.950027813208,"LE2-1281.019","FCM"
1979,-719.858531401328,"LE2-1281.019","FCM"
1980,235.717105335382,"LE2-1281.019","FCM"
1981,108.309217857629,"LE2-1281.019","FCM"
1982,-144.800868454204,"LE2-1281.019","FCM"
1983,-207.644063225575,"LE2-1281.019","FCM"
1984,276.283893495706,"LE2-1281.019","FCM"
1985,-338.97674029802,"LE2-1281.019","FCM"
1986,-114.033544574183,"LE2-1281.019","FCM"
1987,-40.4479707234035,"LE2-1281.019","FCM"
1988,-178.870580349567,"LE2-1281.019","FCM"
1989,330.615041727642,"LE2-1281.019","FCM"
1990,-784.517969849716,"LE2-1281.019","FCM"
1991,-136.627023419285,"LE2-1281.019","FCM"
1992,613.648903410297,"LE2-1281.019","FCM"
1993,409.573504113942,"LE2-1281.019","FCM"
1994,687.427618880438,"LE2-1281.019","FCM"
1995,544.75925953004,"LE2-1281.019","FCM"
1996,339.981701167356,"LE2-1281.019","FCM"
1997,93.1362334838823,"LE2-1281.019","FCM"
1998,396.437211600633,"LE2-1281.019","FCM"
1999,-558.676165983636,"LE2-1281.019","FCM"
2000,297.73182299153,"LE2-1281.019","FCM"
2001,810.810392975571,"LE2-1281.019","FCM"
2002,128.491419459938,"LE2-1281.019","FCM"
2003,997.709303202167,"LE2-1281.019","FCM"
2004,115.149993007874,"LE2-1281.019","FCM"
2005,377.382989830024,"LE2-1281.019","FCM"
2006,466.457755047265,"LE2-1281.019","FCM"
2007,-399.272920394791,"LE2-1281.019","FCM"
2008,-755.906988627652,"LE2-1281.019","FCM"
2009,1532.61410756755,"LE2-1281.019","FCM"
2010,119.781129674782,"LE2-1281.019","FCM"
2011,921.501146595285,"LE2-1281.019","FCM"
2012,5.02804753375364,"LE2-1281.019","FCM"
2013,327.128923617859,"LE2-1281.019","FCM"
2014,709.363386574213,"LE2-1281.019","FCM"
1851,169.065786539318,"LE2-1281.020","FCM"
1852,374.937169782767,"LE2-1281.020","FCM"
1853,-1170.37105599825,"LE2-1281.020","FCM"
1854,-847.101014283528,"LE2-1281.020","FCM"
1855,-183.975565039427,"LE2-1281.020","FCM"
1856,425.873664270354,"LE2-1281.020","FCM"
1857,65.2659798023611,"LE2-1281.020","FCM"
1858,81.2857704223624,"LE2-1281.020","FCM"
1859,-530.434973869712,"LE2-1281.020","FCM"
1860,-485.637707302246,"LE2-1281.020","FCM"
1861,-478.040559012398,"LE2-1281.020","FCM"
1862,353.76069456843,"LE2-1281.020","FCM"
1863,690.268838999124,"LE2-1281.020","FCM"
1864,912.661600086337,"LE2-1281.020","FCM"
1865,433.079783560227,"LE2-1281.020","FCM"
1866,-40.259526851632,"LE2-1281.020","FCM"
1867,999.901827813258,"LE2-1281.020","FCM"
1868,385.488789507736,"LE2-1281.020","FCM"
1869,-764.321432196407,"LE2-1281.020","FCM"
1870,-162.482138912005,"LE2-1281.020","FCM"
1871,-466.717741625646,"LE2-1281.020","FCM"
1872,-167.414501444807,"LE2-1281.020","FCM"
1873,-787.433204234216,"LE2-1281.020","FCM"
1874,-6.99651475342907,"LE2-1281.020","FCM"
1875,479.357290138526,"LE2-1281.020","FCM"
1876,-489.188662600468,"LE2-1281.020","FCM"
1877,87.8664224166445,"LE2-1281.020","FCM"
1878,938.298416479303,"LE2-1281.020","FCM"
1879,265.755193824494,"LE2-1281.020","FCM"
1880,-259.961693578681,"LE2-1281.020","FCM"
1881,1440.06607278703,"LE2-1281.020","FCM"
1882,-301.001651674934,"LE2-1281.020","FCM"
1883,706.954873702896,"LE2-1281.020","FCM"
1884,-150.649335447272,"LE2-1281.020","FCM"
1885,-241.906894476891,"LE2-1281.020","FCM"
1886,-216.741849071663,"LE2-1281.020","FCM"
1887,1312.31580162655,"LE2-1281.020","FCM"
1888,-524.608401108591,"LE2-1281.020","FCM"
1889,-138.101986774209,"LE2-1281.020","FCM"
1890,315.932078579699,"LE2-1281.020","FCM"
1891,-480.162226820386,"LE2-1281.020","FCM"
1892,505.12554691991,"LE2-1281.020","FCM"
1893,-846.460129367897,"LE2-1281.020","FCM"
1894,400.809934668677,"LE2-1281.020","FCM"
1895,-445.143275368543,"LE2-1281.020","FCM"
1896,547.173689313124,"LE2-1281.020","FCM"
1897,147.851418050438,"LE2-1281.020","FCM"
1898,677.620772020817,"LE2-1281.020","FCM"
1899,433.552670940172,"LE2-1281.020","FCM"
1900,-333.077433887339,"LE2-1281.020","FCM"
1901,-495.968727441741,"LE2-1281.020","FCM"
1902,-865.94480349536,"LE2-1281.020","FCM"
1903,-446.859790591644,"LE2-1281.020","FCM"
1904,-855.644500746731,"LE2-1281.020","FCM"
1905,556.882130003957,"LE2-1281.020","FCM"
1906,363.596782075756,"LE2-1281.020","FCM"
1907,-894.042595142339,"LE2-1281.020","FCM"
1908,1013.74792412315,"LE2-1281.020","FCM"
1909,-273.066020046883,"LE2-1281.020","FCM"
1910,284.486727570799,"LE2-1281.020","FCM"
1911,-827.765945393431,"LE2-1281.020","FCM"
1912,-699.688756612813,"LE2-1281.020","FCM"
1913,-903.556599529094,"LE2-1281.020","FCM"
1914,-507.952582348468,"LE2-1281.020","FCM"
1915,-272.787858345495,"LE2-1281.020","FCM"
1916,-325.928910993062,"LE2-1281.020","FCM"
1917,-300.699260922491,"LE2-1281.020","FCM"
1918,826.726825936826,"LE2-1281.020","FCM"
1919,-801.786822379314,"LE2-1281.020","FCM"
1920,-361.662936902885,"LE2-1281.020","FCM"
1921,-288.577609236481,"LE2-1281.020","FCM"
1922,173.278513642233,"LE2-1281.020","FCM"
1923,-387.647050622605,"LE2-1281.020","FCM"
1924,-753.047404528709,"LE2-1281.020","FCM"
1925,-297.333766352938,"LE2-1281.020","FCM"
1926,1109.24656779627,"LE2-1281.020","FCM"
1927,21.198903797694,"LE2-1281.020","FCM"
1928,-816.283285872264,"LE2-1281.020","FCM"
1929,-767.167431459179,"LE2-1281.020","FCM"
1930,1157.55655432784,"LE2-1281.020","FCM"
1931,33.2914215437196,"LE2-1281.020","FCM"
1932,-508.627291214708,"LE2-1281.020","FCM"
1933,-59.7028009412121,"LE2-1281.020","FCM"
1934,132.241590729832,"LE2-1281.020","FCM"
1935,-197.595313685779,"LE2-1281.020","FCM"
1936,482.788987943574,"LE2-1281.020","FCM"
1937,116.733512321868,"LE2-1281.020","FCM"
1938,-470.161802078225,"LE2-1281.020","FCM"
1939,48.5654514437708,"LE2-1281.020","FCM"
1940,209.532006918056,"LE2-1281.020","FCM"
1941,-1070.75987281686,"LE2-1281.020","FCM"
1942,944.829600878579,"LE2-1281.020","FCM"
1943,-78.503595515483,"LE2-1281.020","FCM"
1944,1232.16256000595,"LE2-1281.020","FCM"
1945,-134.817213560246,"LE2-1281.020","FCM"
1946,61.668761771043,"LE2-1281.020","FCM"
1947,-549.214658277216,"LE2-1281.020","FCM"
1948,-606.093496807914,"LE2-1281.020","FCM"
1949,-15.6323802991331,"LE2-1281.020","FCM"
1950,887.111207430574,"LE2-1281.020","FCM"
1951,635.080573030616,"LE2-1281.020","FCM"
1952,13.1507763354679,"LE2-1281.020","FCM"
1953,-575.076909208334,"LE2-1281.020","FCM"
1954,-333.089674436233,"LE2-1281.020","FCM"
1955,124.216352744084,"LE2-1281.020","FCM"
1956,-433.126431330689,"LE2-1281.020","FCM"
1957,747.449714899697,"LE2-1281.020","FCM"
1958,277.506862233366,"LE2-1281.020","FCM"
1959,-589.436092071004,"LE2-1281.020","FCM"
1960,-54.3118573764709,"LE2-1281.020","FCM"
1961,-533.130350225474,"LE2-1281.020","FCM"
1962,103.579850684069,"LE2-1281.020","FCM"
1963,670.276091411255,"LE2-1281.020","FCM"
1964,363.352689241128,"LE2-1281.020","FCM"
1965,182.27123945554,"LE2-1281.020","FCM"
1966,350.663277476407,"LE2-1281.020","FCM"
1967,-105.761714869437,"LE2-1281.020","FCM"
1968,-7.61101905231762,"LE2-1281.020","FCM"
1969,-602.32157691627,"LE2-1281.020","FCM"
1970,-507.28521056171,"LE2-1281.020","FCM"
1971,1174.46724756799,"LE2-1281.020","FCM"
1972,77.3583338825333,"LE2-1281.020","FCM"
1973,-320.311639889288,"LE2-1281.020","FCM"
1974,248.770504021234,"LE2-1281.020","FCM"
1975,-595.250437962561,"LE2-1281.020","FCM"
1976,-406.817491664919,"LE2-1281.020","FCM"
1977,-761.146987109222,"LE2-1281.020","FCM"
1978,121.035473282014,"LE2-1281.020","FCM"
1979,456.249851998568,"LE2-1281.020","FCM"
1980,209.805045959447,"LE2-1281.020","FCM"
1981,615.545268661575,"LE2-1281.020","FCM"
1982,-36.8602799680819,"LE2-1281.020","FCM"
1983,791.031956035584,"LE2-1281.020","FCM"
1984,-682.411047353603,"LE2-1281.020","FCM"
1985,-704.53989506413,"LE2-1281.020","FCM"
1986,-684.664335056202,"LE2-1281.020","FCM"
1987,793.553314955762,"LE2-1281.020","FCM"
1988,510.25687791602,"LE2-1281.020","FCM"
1989,566.514151576667,"LE2-1281.020","FCM"
1990,271.271706082976,"LE2-1281.020","FCM"
1991,50.686087428529,"LE2-1281.020","FCM"
1992,99.7189719606835,"LE2-1281.020","FCM"
1993,612.932161850014,"LE2-1281.020","FCM"
1994,-1075.82554409385,"LE2-1281.020","FCM"
1995,-325.628687292077,"LE2-1281.020","FCM"
1996,-1104.42894503668,"LE2-1281.020","FCM"
1997,287.97486302791,"LE2-1281.020","FCM"
1998,337.164056345146,"LE2-1281.020","FCM"
1999,799.562528258073,"LE2-1281.020","FCM"
2000,245.228584065541,"LE2-1281.020","FCM"
2001,490.415268011553,"LE2-1281.020","FCM"
2002,428.734628175861,"LE2-1281.020","FCM"
2003,609.475175494425,"LE2-1281.020","FCM"
2004,-139.810160452386,"LE2-1281.020","FCM"
2005,833.790812936841,"LE2-1281.020","FCM"
2006,103.689783899168,"LE2-1281.020","FCM"
2007,213.635901268978,"LE2-1281.020","FCM"
2008,-109.805351254875,"LE2-1281.020","FCM"
2009,-699.857392208722,"LE2-1281.020","FCM"
2010,-175.270985363572,"LE2-1281.020","FCM"
2011,36.1372721607507,"LE2-1281.020","FCM"
2012,-776.300737347216,"LE2-1281.020","FCM"
2013,577.209817804381,"LE2-1281.020","FCM"
2014,-286.689175725887,"LE2-1281.020","FCM"
1851,-231.209504895202,"LE2-1301.011","FCM"
1852,672.479610487547,"LE2-1301.011","FCM"
1853,719.261446977442,"LE2-1301.011","FCM"
1854,186.561774643622,"LE2-1301.011","FCM"
1855,355.319000240988,"LE2-1301.011","FCM"
1856,777.869971961004,"LE2-1301.011","FCM"
1857,208.998021995274,"LE2-1301.011","FCM"
1858,-662.165342247913,"LE2-1301.011","FCM"
1859,-30.5779538574374,"LE2-1301.011","FCM"
1860,127.870665322556,"LE2-1301.011","FCM"
1861,310.175057567311,"LE2-1301.011","FCM"
1862,-122.778475001584,"LE2-1301.011","FCM"
1863,-206.37285964372,"LE2-1301.011","FCM"
1864,712.374634044368,"LE2-1301.011","FCM"
1865,41.4558148141121,"LE2-1301.011","FCM"
1866,7.35828117289568,"LE2-1301.011","FCM"
1867,565.979684599445,"LE2-1301.011","FCM"
1868,42.6900944355826,"LE2-1301.011","FCM"
1869,426.618464494673,"LE2-1301.011","FCM"
1870,684.646674821412,"LE2-1301.011","FCM"
1871,79.5615247449814,"LE2-1301.011","FCM"
1872,-137.808327969081,"LE2-1301.011","FCM"
1873,920.210777042282,"LE2-1301.011","FCM"
1874,-268.92988758375,"LE2-1301.011","FCM"
1875,349.876064837393,"LE2-1301.011","FCM"
1876,-296.629060392933,"LE2-1301.011","FCM"
1877,334.184686836358,"LE2-1301.011","FCM"
1878,-157.542033195879,"LE2-1301.011","FCM"
1879,-77.5374903665375,"LE2-1301.011","FCM"
1880,993.48299851799,"LE2-1301.011","FCM"
1881,419.287329739498,"LE2-1301.011","FCM"
1882,365.197506406398,"LE2-1301.011","FCM"
1883,-60.4813629240652,"LE2-1301.011","FCM"
1884,13.0246341702497,"LE2-1301.011","FCM"
1885,-601.403809971074,"LE2-1301.011","FCM"
1886,-48.7619619266378,"LE2-1301.011","FCM"
1887,-182.137423369042,"LE2-1301.011","FCM"
1888,451.537937471099,"LE2-1301.011","FCM"
1889,-1074.80500634122,"LE2-1301.011","FCM"
1890,1040.76360369959,"LE2-1301.011","FCM"
1891,-570.036087853526,"LE2-1301.011","FCM"
1892,-98.4644892571808,"LE2-1301.011","FCM"
1893,167.399670143022,"LE2-1301.011","FCM"
1894,-821.142710007166,"LE2-1301.011","FCM"
1895,-548.290997200445,"LE2-1301.011","FCM"
1896,-96.2924664418114,"LE2-1301.011","FCM"
1897,-357.980786191679,"LE2-1301.011","FCM"
1898,414.195367023206,"LE2-1301.011","FCM"
1899,27.886616490523,"LE2-1301.011","FCM"
1900,336.756158391513,"LE2-1301.011","FCM"
1901,883.276528841283,"LE2-1301.011","FCM"
1902,-299.869278729069,"LE2-1301.011","FCM"
1903,-363.830516796456,"LE2-1301.011","FCM"
1904,426.284788692995,"LE2-1301.011","FCM"
1905,-165.85823492379,"LE2-1301.011","FCM"
1906,-404.60068481838,"LE2-1301.011","FCM"
1907,707.794417491493,"LE2-1301.011","FCM"
1908,-415.487035412828,"LE2-1301.011","FCM"
1909,576.348956714518,"LE2-1301.011","FCM"
1910,216.395007933005,"LE2-1301.011","FCM"
1911,629.990770248503,"LE2-1301.011","FCM"
1912,316.898339119812,"LE2-1301.011","FCM"
1913,-385.610955158687,"LE2-1301.011","FCM"
1914,-149.707418058124,"LE2-1301.011","FCM"
1915,-91.7318892222282,"LE2-1301.011","FCM"
1916,152.664201782225,"LE2-1301.011","FCM"
1917,152.723808254052,"LE2-1301.011","FCM"
1918,-238.356807554875,"LE2-1301.011","FCM"
1919,-534.321882688237,"LE2-1301.011","FCM"
1920,216.92167052872,"LE2-1301.011","FCM"
1921,-263.126794689761,"LE2-1301.011","FCM"
1922,-609.686487207056,"LE2-1301.011","FCM"
1923,734.959566148513,"LE2-1301.011","FCM"
1924,-359.564885203382,"LE2-1301.011","FCM"
1925,290.822739137417,"LE2-1301.011","FCM"
1926,-345.297986883952,"LE2-1301.011","FCM"
1927,832.883271299682,"LE2-1301.011","FCM"
1928,-444.733443942065,"LE2-1301.011","FCM"
1929,-295.306430178547,"LE2-1301.011","FCM"
1930,604.165590592884,"LE2-1301.011","FCM"
1931,-791.815627072785,"LE2-1301.011","FCM"
1932,183.106872947469,"LE2-1301.011","FCM"
1933,-215.820474572308,"LE2-1301.011","FCM"
1934,899.830125415626,"LE2-1301.011","FCM"
1935,1441.80252247245,"LE2-1301.011","FCM"
1936,-463.882777701613,"LE2-1301.011","FCM"
1937,-671.390036708722,"LE2-1301.011","FCM"
1938,261.106657563922,"LE2-1301.011","FCM"
1939,-257.413207660544,"LE2-1301.011","FCM"
1940,-450.083456202224,"LE2-1301.011","FCM"
1941,319.854159449522,"LE2-1301.011","FCM"
1942,238.097342159164,"LE2-1301.011","FCM"
1943,-210.454245123387,"LE2-1301.011","FCM"
1944,-384.86697308064,"LE2-1301.011","FCM"
1945,841.829541358344,"LE2-1301.011","FCM"
1946,-155.685444768868,"LE2-1301.011","FCM"
1947,-424.294619844825,"LE2-1301.011","FCM"
1948,-261.651287871211,"LE2-1301.011","FCM"
1949,1182.35400938004,"LE2-1301.011","FCM"
1950,683.056002840012,"LE2-1301.011","FCM"
1951,276.019442992617,"LE2-1301.011","FCM"
1952,-587.409899925189,"LE2-1301.011","FCM"
1953,-229.426973040708,"LE2-1301.011","FCM"
1954,-581.331778650943,"LE2-1301.011","FCM"
1955,-638.003479394066,"LE2-1301.011","FCM"
1956,-204.908831732989,"LE2-1301.011","FCM"
1957,-541.258978294509,"LE2-1301.011","FCM"
1958,-243.989502112323,"LE2-1301.011","FCM"
1959,512.606604467432,"LE2-1301.011","FCM"
1960,-491.882712200724,"LE2-1301.011","FCM"
1961,-597.507048177702,"LE2-1301.011","FCM"
1962,-108.37213894652,"LE2-1301.011","FCM"
1963,-189.711235671209,"LE2-1301.011","FCM"
1964,523.733013992075,"LE2-1301.011","FCM"
1965,-577.943426681557,"LE2-1301.011","FCM"
1966,-109.280496590435,"LE2-1301.011","FCM"
1967,-345.185424649798,"LE2-1301.011","FCM"
1968,-484.1394539664,"LE2-1301.011","FCM"
1969,1040.51208152103,"LE2-1301.011","FCM"
1970,64.3328607065648,"LE2-1301.011","FCM"
1971,94.7018024707122,"LE2-1301.011","FCM"
1972,371.715833896542,"LE2-1301.011","FCM"
1973,-427.92153662606,"LE2-1301.011","FCM"
1974,1905.71361538397,"LE2-1301.011","FCM"
1975,-76.552214325199,"LE2-1301.011","FCM"
1976,-68.4699199420275,"LE2-1301.011","FCM"
1977,561.544371636985,"LE2-1301.011","FCM"
1978,-18.1529000889601,"LE2-1301.011","FCM"
1979,-612.451500464746,"LE2-1301.011","FCM"
1980,-1026.96582360463,"LE2-1301.011","FCM"
1981,950.869456730829,"LE2-1301.011","FCM"
1982,793.843775660719,"LE2-1301.011","FCM"
1983,35.0871546288175,"LE2-1301.011","FCM"
1984,513.832876920137,"LE2-1301.011","FCM"
1985,-887.495521734833,"LE2-1301.011","FCM"
1986,-514.799258728962,"LE2-1301.011","FCM"
1987,938.573833421942,"LE2-1301.011","FCM"
1988,-199.176011962928,"LE2-1301.011","FCM"
1989,-728.464126259409,"LE2-1301.011","FCM"
1990,-561.820638544618,"LE2-1301.011","FCM"
1991,915.438113392484,"LE2-1301.011","FCM"
1992,223.288324960024,"LE2-1301.011","FCM"
1993,-648.195544393401,"LE2-1301.011","FCM"
1994,-161.93544498204,"LE2-1301.011","FCM"
1995,696.561375694628,"LE2-1301.011","FCM"
1996,-292.402794453461,"LE2-1301.011","FCM"
1997,-265.440609509744,"LE2-1301.011","FCM"
1998,-544.387959698382,"LE2-1301.011","FCM"
1999,379.075878302627,"LE2-1301.011","FCM"
2000,59.8688608093222,"LE2-1301.011","FCM"
2001,45.7823300799601,"LE2-1301.011","FCM"
2002,-357.506923761659,"LE2-1301.011","FCM"
2003,198.23875278311,"LE2-1301.011","FCM"
2004,768.096304004274,"LE2-1301.011","FCM"
2005,238.216153826371,"LE2-1301.011","FCM"
2006,186.628255756988,"LE2-1301.011","FCM"
2007,512.376426585593,"LE2-1301.011","FCM"
2008,62.6523378671102,"LE2-1301.011","FCM"
2009,-16.3491681738473,"LE2-1301.011","FCM"
2010,-26.8864805673656,"LE2-1301.011","FCM"
2011,1113.64250178271,"LE2-1301.011","FCM"
2012,249.00376137685,"LE2-1301.011","FCM"
2013,-667.001577195694,"LE2-1301.011","FCM"
2014,142.583482383792,"LE2-1301.011","FCM"
1851,971.712542101175,"LE2-1301.012","FCM"
1852,196.630440416164,"LE2-1301.012","FCM"
1853,337.143513208835,"LE2-1301.012","FCM"
1854,80.892983929524,"LE2-1301.012","FCM"
1855,-255.715268487,"LE2-1301.012","FCM"
1856,-797.583300571529,"LE2-1301.012","FCM"
1857,399.130117564104,"LE2-1301.012","FCM"
1858,173.572572633916,"LE2-1301.012","FCM"
1859,22.3937119403608,"LE2-1301.012","FCM"
1860,392.411534883143,"LE2-1301.012","FCM"
1861,588.83243367597,"LE2-1301.012","FCM"
1862,290.99175155833,"LE2-1301.012","FCM"
1863,897.419901763947,"LE2-1301.012","FCM"
1864,-505.705054146763,"LE2-1301.012","FCM"
1865,618.597280148495,"LE2-1301.012","FCM"
1866,935.003676216302,"LE2-1301.012","FCM"
1867,685.315509077963,"LE2-1301.012","FCM"
1868,631.707692682303,"LE2-1301.012","FCM"
1869,125.030941142515,"LE2-1301.012","FCM"
1870,307.851993419939,"LE2-1301.012","FCM"
1871,-405.33185476026,"LE2-1301.012","FCM"
1872,446.37426146585,"LE2-1301.012","FCM"
1873,-282.469145326108,"LE2-1301.012","FCM"
1874,-354.746113331159,"LE2-1301.012","FCM"
1875,-716.501401757815,"LE2-1301.012","FCM"
1876,-97.8398830395812,"LE2-1301.012","FCM"
1877,844.576555543253,"LE2-1301.012","FCM"
1878,-433.937226568996,"LE2-1301.012","FCM"
1879,652.370041484644,"LE2-1301.012","FCM"
1880,-129.395189563382,"LE2-1301.012","FCM"
1881,-1016.8075348641,"LE2-1301.012","FCM"
1882,70.4348331090001,"LE2-1301.012","FCM"
1883,401.052373352208,"LE2-1301.012","FCM"
1884,443.311488414144,"LE2-1301.012","FCM"
1885,-565.374322684569,"LE2-1301.012","FCM"
1886,204.512467661123,"LE2-1301.012","FCM"
1887,-383.677631977676,"LE2-1301.012","FCM"
1888,-381.803061465057,"LE2-1301.012","FCM"
1889,945.229425250528,"LE2-1301.012","FCM"
1890,222.25577479081,"LE2-1301.012","FCM"
1891,313.97187020217,"LE2-1301.012","FCM"
1892,38.9534376186042,"LE2-1301.012","FCM"
1893,237.148187053291,"LE2-1301.012","FCM"
1894,-93.7963292704074,"LE2-1301.012","FCM"
1895,423.824530823362,"LE2-1301.012","FCM"
1896,-400.544320108934,"LE2-1301.012","FCM"
1897,362.689309775009,"LE2-1301.012","FCM"
1898,216.823209710037,"LE2-1301.012","FCM"
1899,-492.469781991263,"LE2-1301.012","FCM"
1900,-235.903731792265,"LE2-1301.012","FCM"
1901,12.0716047189134,"LE2-1301.012","FCM"
1902,-267.155518553705,"LE2-1301.012","FCM"
1903,-13.0972581242051,"LE2-1301.012","FCM"
1904,-712.30309503314,"LE2-1301.012","FCM"
1905,558.947935156563,"LE2-1301.012","FCM"
1906,-986.838133621336,"LE2-1301.012","FCM"
1907,-26.5301794709494,"LE2-1301.012","FCM"
1908,635.522485780437,"LE2-1301.012","FCM"
1909,-83.0681758633737,"LE2-1301.012","FCM"
1910,328.347100074246,"LE2-1301.012","FCM"
1911,675.883847598174,"LE2-1301.012","FCM"
1912,-395.806738709447,"LE2-1301.012","FCM"
1913,101.510054555326,"LE2-1301.012","FCM"
1914,211.779771043187,"LE2-1301.012","FCM"
1915,64.2042287558575,"LE2-1301.012","FCM"
1916,-557.808946815717,"LE2-1301.012","FCM"
1917,223.080036303336,"LE2-1301.012","FCM"
1918,306.921084474923,"LE2-1301.012","FCM"
1919,300.375927247201,"LE2-1301.012","FCM"
1920,674.721093632751,"LE2-1301.012","FCM"
1921,-486.227215935726,"LE2-1301.012","FCM"
1922,-447.081335460746,"LE2-1301.012","FCM"
1923,-390.83003176365,"LE2-1301.012","FCM"
1924,-537.106402874781,"LE2-1301.012","FCM"
1925,-23.6152818005024,"LE2-1301.012","FCM"
1926,-91.1121632237429,"LE2-1301.012","FCM"
1927,549.206397196942,"LE2-1301.012","FCM"
1928,-676.911968370802,"LE2-1301.012","FCM"
1929,1233.00700278529,"LE2-1301.012","FCM"
1930,1131.03910610895,"LE2-1301.012","FCM"
1931,-14.6878832505502,"LE2-1301.012","FCM"
1932,398.956788891569,"LE2-1301.012","FCM"
1933,204.926060144686,"LE2-1301.012","FCM"
1934,-38.8493184060798,"LE2-1301.012","FCM"
1935,708.048675252663,"LE2-1301.012","FCM"
1936,-115.122358367579,"LE2-1301.012","FCM"
1937,-191.484166130427,"LE2-1301.012","FCM"
1938,116.461905572872,"LE2-1301.012","FCM"
1939,-581.517276331976,"LE2-1301.012","FCM"
1940,478.602519966272,"LE2-1301.012","FCM"
1941,50.0318384540304,"LE2-1301.012","FCM"
1942,-119.60802312327,"LE2-1301.012","FCM"
1943,875.695984980668,"LE2-1301.012","FCM"
1944,212.144269659738,"LE2-1301.012","FCM"
1945,-748.627524809034,"LE2-1301.012","FCM"
1946,110.684673212914,"LE2-1301.012","FCM"
1947,286.456159155177,"LE2-1301.012","FCM"
1948,826.082117847257,"LE2-1301.012","FCM"
1949,-689.896442443411,"LE2-1301.012","FCM"
1950,790.645960287856,"LE2-1301.012","FCM"
1951,952.148696577776,"LE2-1301.012","FCM"
1952,586.356930494312,"LE2-1301.012","FCM"
1953,331.479221551369,"LE2-1301.012","FCM"
1954,907.91115389186,"LE2-1301.012","FCM"
1955,-642.688253399298,"LE2-1301.012","FCM"
1956,352.696883623336,"LE2-1301.012","FCM"
1957,-179.684852458423,"LE2-1301.012","FCM"
1958,-48.3698212931386,"LE2-1301.012","FCM"
1959,411.743259393598,"LE2-1301.012","FCM"
1960,-373.047137446914,"LE2-1301.012","FCM"
1961,251.637561226166,"LE2-1301.012","FCM"
1962,-571.604286616148,"LE2-1301.012","FCM"
1963,409.056917166533,"LE2-1301.012","FCM"
1964,474.165384672712,"LE2-1301.012","FCM"
1965,-634.352395449081,"LE2-1301.012","FCM"
1966,-61.2775044398518,"LE2-1301.012","FCM"
1967,-837.815525828425,"LE2-1301.012","FCM"
1968,-78.6184196535962,"LE2-1301.012","FCM"
1969,43.6014108645364,"LE2-1301.012","FCM"
1970,-888.153036022798,"LE2-1301.012","FCM"
1971,162.821724814643,"LE2-1301.012","FCM"
1972,-721.521308853083,"LE2-1301.012","FCM"
1973,-135.288499103743,"LE2-1301.012","FCM"
1974,-150.179202189793,"LE2-1301.012","FCM"
1975,-172.682522233213,"LE2-1301.012","FCM"
1976,-843.269985468354,"LE2-1301.012","FCM"
1977,-575.080404752783,"LE2-1301.012","FCM"
1978,-148.970418992273,"LE2-1301.012","FCM"
1979,-86.5136447253257,"LE2-1301.012","FCM"
1980,-167.925443892468,"LE2-1301.012","FCM"
1981,349.713876138513,"LE2-1301.012","FCM"
1982,373.001464362126,"LE2-1301.012","FCM"
1983,-101.128722259479,"LE2-1301.012","FCM"
1984,-389.949374978836,"LE2-1301.012","FCM"
1985,224.523548433692,"LE2-1301.012","FCM"
1986,111.223304395932,"LE2-1301.012","FCM"
1987,-99.4380275869569,"LE2-1301.012","FCM"
1988,455.120511958548,"LE2-1301.012","FCM"
1989,243.698909995695,"LE2-1301.012","FCM"
1990,-760.46187300905,"LE2-1301.012","FCM"
1991,153.598743346029,"LE2-1301.012","FCM"
1992,-29.8405814121513,"LE2-1301.012","FCM"
1993,15.2873324710763,"LE2-1301.012","FCM"
1994,274.08131597934,"LE2-1301.012","FCM"
1995,-73.20914131238,"LE2-1301.012","FCM"
1996,-34.5415708745911,"LE2-1301.012","FCM"
1997,-417.163064383973,"LE2-1301.012","FCM"
1998,336.064324089102,"LE2-1301.012","FCM"
1999,100.171360263811,"LE2-1301.012","FCM"
2000,269.843238954623,"LE2-1301.012","FCM"
2001,776.623201244156,"LE2-1301.012","FCM"
2002,432.258417514,"LE2-1301.012","FCM"
2003,-826.103529098765,"LE2-1301.012","FCM"
2004,573.372858916296,"LE2-1301.012","FCM"
2005,595.299980807518,"LE2-1301.012","FCM"
2006,-12.9505367225681,"LE2-1301.012","FCM"
2007,-323.909391511423,"LE2-1301.012","FCM"
2008,230.354811817118,"LE2-1301.012","FCM"
2009,-92.8153105232459,"LE2-1301.012","FCM"
2010,169.907659836827,"LE2-1301.012","FCM"
2011,376.76496263483,"LE2-1301.012","FCM"
2012,-261.201718802578,"LE2-1301.012","FCM"
2013,-307.849028918166,"LE2-1301.012","FCM"
2014,468.757079707734,"LE2-1301.012","FCM"
1851,651.425526772429,"LE2-1301.013","FCM"
1852,551.030923680594,"LE2-1301.013","FCM"
1853,-421.541287643276,"LE2-1301.013","FCM"
1854,-239.440454142755,"LE2-1301.013","FCM"
