"year","AL.sd","member","model"
2011,543.123773297213,"LE2-1231.011","FCM"
2012,530.584918109388,"LE2-1231.011","FCM"
2013,466.030272780135,"LE2-1231.011","FCM"
2014,456.084007436189,"LE2-1231.011","FCM"
1964,536.675218315012,"LE2-1231.012","FCM"
1965,557.217975432469,"LE2-1231.012","FCM"
1966,545.881806469775,"LE2-1231.012","FCM"
1967,523.444795511302,"LE2-1231.012","FCM"
1968,474.169898052844,"LE2-1231.012","FCM"
1969,470.744127392529,"LE2-1231.012","FCM"
1970,484.835483702728,"LE2-1231.012","FCM"
1971,483.938946005785,"LE2-1231.012","FCM"
1972,438.79575883318,"LE2-1231.012","FCM"
1973,454.016874227167,"LE2-1231.012","FCM"
1974,446.415153384855,"LE2-1231.012","FCM"
1975,405.878453599362,"LE2-1231.012","FCM"
1976,408.653261428801,"LE2-1231.012","FCM"
1977,388.006849800439,"LE2-1231.012","FCM"
1978,369.833258753505,"LE2-1231.012","FCM"
1979,348.652440586491,"LE2-1231.012","FCM"
1980,320.720536844962,"LE2-1231.012","FCM"
1981,358.977997759299,"LE2-1231.012","FCM"
1982,427.500109282105,"LE2-1231.012","FCM"
1983,442.32139009756,"LE2-1231.012","FCM"
1984,479.385948179754,"LE2-1231.012","FCM"
1985,464.687751880737,"LE2-1231.012","FCM"
1986,526.794375830062,"LE2-1231.012","FCM"
1987,555.902463143226,"LE2-1231.012","FCM"
1988,687.572068506407,"LE2-1231.012","FCM"
1989,657.888329341444,"LE2-1231.012","FCM"
1990,661.281165174644,"LE2-1231.012","FCM"
1991,655.21000521598,"LE2-1231.012","FCM"
1992,651.484465070113,"LE2-1231.012","FCM"
1993,703.740521911598,"LE2-1231.012","FCM"
1994,702.577792451111,"LE2-1231.012","FCM"
1995,737.746055895651,"LE2-1231.012","FCM"
1996,731.45988731966,"LE2-1231.012","FCM"
1997,711.538046687724,"LE2-1231.012","FCM"
1998,680.085481596978,"LE2-1231.012","FCM"
1999,636.713754543961,"LE2-1231.012","FCM"
2000,635.780025718935,"LE2-1231.012","FCM"
2001,615.018254480401,"LE2-1231.012","FCM"
2002,621.069010383175,"LE2-1231.012","FCM"
2003,446.103772243103,"LE2-1231.012","FCM"
2004,513.306805079287,"LE2-1231.012","FCM"
2005,539.079908053575,"LE2-1231.012","FCM"
2006,585.783426958026,"LE2-1231.012","FCM"
2007,587.807659485441,"LE2-1231.012","FCM"
2008,492.866619351154,"LE2-1231.012","FCM"
2009,488.054554822641,"LE2-1231.012","FCM"
2010,462.755572444962,"LE2-1231.012","FCM"
2011,540.973139712251,"LE2-1231.012","FCM"
2012,547.262035110842,"LE2-1231.012","FCM"
2013,562.849486505932,"LE2-1231.012","FCM"
2014,622.786014486744,"LE2-1231.012","FCM"
1964,465.75009174583,"LE2-1231.013","FCM"
1965,460.107168595021,"LE2-1231.013","FCM"
1966,436.621746989883,"LE2-1231.013","FCM"
1967,457.237502990474,"LE2-1231.013","FCM"
1968,469.783180398866,"LE2-1231.013","FCM"
1969,468.679715996885,"LE2-1231.013","FCM"
1970,463.587396577081,"LE2-1231.013","FCM"
1971,461.043672499861,"LE2-1231.013","FCM"
1972,515.479830126985,"LE2-1231.013","FCM"
1973,575.021866099993,"LE2-1231.013","FCM"
1974,558.878733998478,"LE2-1231.013","FCM"
1975,557.415103297282,"LE2-1231.013","FCM"
1976,574.728108011565,"LE2-1231.013","FCM"
1977,572.325242894474,"LE2-1231.013","FCM"
1978,564.066969226812,"LE2-1231.013","FCM"
1979,639.960198813017,"LE2-1231.013","FCM"
1980,627.524032980745,"LE2-1231.013","FCM"
1981,611.875794305326,"LE2-1231.013","FCM"
1982,583.306181938352,"LE2-1231.013","FCM"
1983,624.004721957474,"LE2-1231.013","FCM"
1984,643.712323516978,"LE2-1231.013","FCM"
1985,635.997130847992,"LE2-1231.013","FCM"
1986,639.220793860587,"LE2-1231.013","FCM"
1987,653.854839251818,"LE2-1231.013","FCM"
1988,633.328294593887,"LE2-1231.013","FCM"
1989,649.481359633239,"LE2-1231.013","FCM"
1990,646.076463148716,"LE2-1231.013","FCM"
1991,626.371845639496,"LE2-1231.013","FCM"
1992,634.171128381015,"LE2-1231.013","FCM"
1993,651.194927535722,"LE2-1231.013","FCM"
1994,600.998271519765,"LE2-1231.013","FCM"
1995,637.79646006799,"LE2-1231.013","FCM"
1996,634.020885967813,"LE2-1231.013","FCM"
1997,641.633438002309,"LE2-1231.013","FCM"
1998,617.828704679863,"LE2-1231.013","FCM"
1999,622.039191519588,"LE2-1231.013","FCM"
2000,536.760288386868,"LE2-1231.013","FCM"
2001,564.607354659357,"LE2-1231.013","FCM"
2002,506.261228131884,"LE2-1231.013","FCM"
2003,546.552138708853,"LE2-1231.013","FCM"
2004,525.752840555857,"LE2-1231.013","FCM"
2005,528.691793569051,"LE2-1231.013","FCM"
2006,539.804321637273,"LE2-1231.013","FCM"
2007,574.680285976438,"LE2-1231.013","FCM"
2008,633.208791555495,"LE2-1231.013","FCM"
2009,663.547955378493,"LE2-1231.013","FCM"
2010,652.247253745457,"LE2-1231.013","FCM"
2011,657.240477216746,"LE2-1231.013","FCM"
2012,630.898796436513,"LE2-1231.013","FCM"
2013,608.460079314234,"LE2-1231.013","FCM"
2014,593.806670223286,"LE2-1231.013","FCM"
1964,640.460480707766,"LE2-1231.014","FCM"
1965,669.621356572802,"LE2-1231.014","FCM"
1966,652.271534788543,"LE2-1231.014","FCM"
1967,625.659721719549,"LE2-1231.014","FCM"
1968,605.348987443608,"LE2-1231.014","FCM"
1969,544.747774125632,"LE2-1231.014","FCM"
1970,500.432275554762,"LE2-1231.014","FCM"
1971,491.817767116352,"LE2-1231.014","FCM"
1972,463.298554458607,"LE2-1231.014","FCM"
1973,467.356643539667,"LE2-1231.014","FCM"
1974,488.092581493379,"LE2-1231.014","FCM"
1975,486.375598713673,"LE2-1231.014","FCM"
1976,521.327151131596,"LE2-1231.014","FCM"
1977,463.424203471324,"LE2-1231.014","FCM"
1978,427.793052938352,"LE2-1231.014","FCM"
1979,470.142670270205,"LE2-1231.014","FCM"
1980,438.45770721905,"LE2-1231.014","FCM"
1981,446.398365661095,"LE2-1231.014","FCM"
1982,433.193536076036,"LE2-1231.014","FCM"
1983,435.028567978228,"LE2-1231.014","FCM"
1984,473.409543355712,"LE2-1231.014","FCM"
1985,477.706146764862,"LE2-1231.014","FCM"
1986,446.785454378754,"LE2-1231.014","FCM"
1987,446.596095224527,"LE2-1231.014","FCM"
1988,446.131447011759,"LE2-1231.014","FCM"
1989,417.600228385533,"LE2-1231.014","FCM"
1990,441.287339108049,"LE2-1231.014","FCM"
1991,418.075458638234,"LE2-1231.014","FCM"
1992,432.481409821083,"LE2-1231.014","FCM"
1993,487.189563880986,"LE2-1231.014","FCM"
1994,455.449445956769,"LE2-1231.014","FCM"
1995,458.444930627684,"LE2-1231.014","FCM"
1996,470.141739093714,"LE2-1231.014","FCM"
1997,512.204758380163,"LE2-1231.014","FCM"
1998,497.046983688069,"LE2-1231.014","FCM"
1999,527.728156769384,"LE2-1231.014","FCM"
2000,529.333550147336,"LE2-1231.014","FCM"
2001,558.082465164869,"LE2-1231.014","FCM"
2002,559.313582717106,"LE2-1231.014","FCM"
2003,603.476115001598,"LE2-1231.014","FCM"
2004,619.842268368707,"LE2-1231.014","FCM"
2005,627.248440288123,"LE2-1231.014","FCM"
2006,583.07805388838,"LE2-1231.014","FCM"
2007,582.632997406106,"LE2-1231.014","FCM"
2008,559.380777979434,"LE2-1231.014","FCM"
2009,556.286494890592,"LE2-1231.014","FCM"
2010,583.449699158788,"LE2-1231.014","FCM"
2011,595.054517408997,"LE2-1231.014","FCM"
2012,624.580822706789,"LE2-1231.014","FCM"
2013,621.630202210396,"LE2-1231.014","FCM"
2014,601.371147739902,"LE2-1231.014","FCM"
1964,482.390794919948,"LE2-1231.015","FCM"
1965,485.963948798677,"LE2-1231.015","FCM"
1966,485.440918772652,"LE2-1231.015","FCM"
1967,492.928350750471,"LE2-1231.015","FCM"
1968,506.570976714919,"LE2-1231.015","FCM"
1969,499.165909293403,"LE2-1231.015","FCM"
1970,492.928591134468,"LE2-1231.015","FCM"
1971,492.687898359891,"LE2-1231.015","FCM"
1972,538.242622922445,"LE2-1231.015","FCM"
1973,505.086326637203,"LE2-1231.015","FCM"
1974,479.023619659193,"LE2-1231.015","FCM"
1975,489.547089296861,"LE2-1231.015","FCM"
1976,484.212686104248,"LE2-1231.015","FCM"
1977,422.505999909729,"LE2-1231.015","FCM"
1978,416.498443023545,"LE2-1231.015","FCM"
1979,412.316750271005,"LE2-1231.015","FCM"
1980,396.134696821395,"LE2-1231.015","FCM"
1981,399.085723664141,"LE2-1231.015","FCM"
1982,410.156359030678,"LE2-1231.015","FCM"
1983,413.049449128392,"LE2-1231.015","FCM"
1984,436.172232317646,"LE2-1231.015","FCM"
1985,399.890148116943,"LE2-1231.015","FCM"
1986,391.949672979452,"LE2-1231.015","FCM"
1987,391.327983616123,"LE2-1231.015","FCM"
1988,448.687432876251,"LE2-1231.015","FCM"
1989,423.464476330637,"LE2-1231.015","FCM"
1990,410.668964210129,"LE2-1231.015","FCM"
1991,413.070697022971,"LE2-1231.015","FCM"
1992,465.467532739629,"LE2-1231.015","FCM"
1993,461.955335136795,"LE2-1231.015","FCM"
1994,478.055798148313,"LE2-1231.015","FCM"
1995,486.681616901081,"LE2-1231.015","FCM"
1996,547.250660884893,"LE2-1231.015","FCM"
1997,525.40466569791,"LE2-1231.015","FCM"
1998,532.554525347641,"LE2-1231.015","FCM"
1999,524.430037750156,"LE2-1231.015","FCM"
2000,519.157355919981,"LE2-1231.015","FCM"
2001,531.403383971346,"LE2-1231.015","FCM"
2002,502.43430786688,"LE2-1231.015","FCM"
2003,442.509710380837,"LE2-1231.015","FCM"
2004,436.380746449857,"LE2-1231.015","FCM"
2005,454.569605735267,"LE2-1231.015","FCM"
2006,464.490960150907,"LE2-1231.015","FCM"
2007,431.692909310675,"LE2-1231.015","FCM"
2008,433.024470004306,"LE2-1231.015","FCM"
2009,408.699171169724,"LE2-1231.015","FCM"
2010,511.156887400839,"LE2-1231.015","FCM"
2011,459.73265689753,"LE2-1231.015","FCM"
2012,503.517785448262,"LE2-1231.015","FCM"
2013,494.171571398589,"LE2-1231.015","FCM"
2014,590.159693565477,"LE2-1231.015","FCM"
1964,522.681663656394,"LE2-1231.016","FCM"
1965,526.697124502262,"LE2-1231.016","FCM"
1966,572.424017126723,"LE2-1231.016","FCM"
1967,512.384895119766,"LE2-1231.016","FCM"
1968,511.93409791218,"LE2-1231.016","FCM"
1969,551.939723279408,"LE2-1231.016","FCM"
1970,576.19967172866,"LE2-1231.016","FCM"
1971,479.445201561984,"LE2-1231.016","FCM"
1972,457.982372283164,"LE2-1231.016","FCM"
1973,491.8236956936,"LE2-1231.016","FCM"
1974,490.820369874929,"LE2-1231.016","FCM"
1975,479.093685177318,"LE2-1231.016","FCM"
1976,491.479315210128,"LE2-1231.016","FCM"
1977,471.64772851233,"LE2-1231.016","FCM"
1978,471.183757579116,"LE2-1231.016","FCM"
1979,475.117259678167,"LE2-1231.016","FCM"
1980,469.133498781677,"LE2-1231.016","FCM"
1981,421.597742019982,"LE2-1231.016","FCM"
1982,447.584793958222,"LE2-1231.016","FCM"
1983,452.244360924225,"LE2-1231.016","FCM"
1984,402.175265412493,"LE2-1231.016","FCM"
1985,404.137093232544,"LE2-1231.016","FCM"
1986,497.94823210653,"LE2-1231.016","FCM"
1987,494.037806019931,"LE2-1231.016","FCM"
1988,393.492407535964,"LE2-1231.016","FCM"
1989,372.520487450512,"LE2-1231.016","FCM"
1990,361.119499151798,"LE2-1231.016","FCM"
1991,377.516813417001,"LE2-1231.016","FCM"
1992,377.232617452729,"LE2-1231.016","FCM"
1993,370.608765355522,"LE2-1231.016","FCM"
1994,475.996629294206,"LE2-1231.016","FCM"
1995,508.876068022158,"LE2-1231.016","FCM"
1996,531.171128264393,"LE2-1231.016","FCM"
1997,525.252318315916,"LE2-1231.016","FCM"
1998,523.620134210351,"LE2-1231.016","FCM"
1999,524.076120735138,"LE2-1231.016","FCM"
2000,511.275018690651,"LE2-1231.016","FCM"
2001,419.962997983821,"LE2-1231.016","FCM"
2002,428.446897226896,"LE2-1231.016","FCM"
2003,434.248357164587,"LE2-1231.016","FCM"
2004,445.463501897925,"LE2-1231.016","FCM"
2005,453.806989476774,"LE2-1231.016","FCM"
2006,426.490859273141,"LE2-1231.016","FCM"
2007,443.498663572622,"LE2-1231.016","FCM"
2008,452.487833876113,"LE2-1231.016","FCM"
2009,395.298396926977,"LE2-1231.016","FCM"
2010,362.01574574209,"LE2-1231.016","FCM"
2011,331.267482061474,"LE2-1231.016","FCM"
2012,388.736361155569,"LE2-1231.016","FCM"
2013,425.599129458603,"LE2-1231.016","FCM"
2014,414.341993444875,"LE2-1231.016","FCM"
1964,531.65075477996,"LE2-1231.017","FCM"
1965,536.239092031065,"LE2-1231.017","FCM"
1966,511.874278122515,"LE2-1231.017","FCM"
1967,570.900427852509,"LE2-1231.017","FCM"
1968,588.963935391821,"LE2-1231.017","FCM"
1969,598.116977321373,"LE2-1231.017","FCM"
1970,646.443048594455,"LE2-1231.017","FCM"
1971,639.341641723523,"LE2-1231.017","FCM"
1972,631.82728727249,"LE2-1231.017","FCM"
1973,626.634974742672,"LE2-1231.017","FCM"
1974,677.573564040679,"LE2-1231.017","FCM"
1975,653.27845810469,"LE2-1231.017","FCM"
1976,651.413968722548,"LE2-1231.017","FCM"
1977,722.079747057418,"LE2-1231.017","FCM"
1978,696.471018527889,"LE2-1231.017","FCM"
1979,691.073775786794,"LE2-1231.017","FCM"
1980,705.095670188783,"LE2-1231.017","FCM"
1981,706.637548843932,"LE2-1231.017","FCM"
1982,662.796237820731,"LE2-1231.017","FCM"
1983,650.314288444625,"LE2-1231.017","FCM"
1984,652.725971218683,"LE2-1231.017","FCM"
1985,597.025087116298,"LE2-1231.017","FCM"
1986,598.173003990006,"LE2-1231.017","FCM"
1987,647.682787638047,"LE2-1231.017","FCM"
1988,645.116453691707,"LE2-1231.017","FCM"
1989,569.774194271918,"LE2-1231.017","FCM"
1990,591.056544894492,"LE2-1231.017","FCM"
1991,587.96229560905,"LE2-1231.017","FCM"
1992,532.455249418664,"LE2-1231.017","FCM"
1993,535.485776052453,"LE2-1231.017","FCM"
1994,544.482418851799,"LE2-1231.017","FCM"
1995,526.987611017413,"LE2-1231.017","FCM"
1996,539.914285842851,"LE2-1231.017","FCM"
1997,586.836423260918,"LE2-1231.017","FCM"
1998,604.0782154594,"LE2-1231.017","FCM"
1999,614.923683448744,"LE2-1231.017","FCM"
2000,615.281826525879,"LE2-1231.017","FCM"
2001,614.806211320428,"LE2-1231.017","FCM"
2002,595.505080257207,"LE2-1231.017","FCM"
2003,582.781158610081,"LE2-1231.017","FCM"
2004,587.771296511985,"LE2-1231.017","FCM"
2005,586.390624742464,"LE2-1231.017","FCM"
2006,556.645765217146,"LE2-1231.017","FCM"
2007,549.780679041392,"LE2-1231.017","FCM"
2008,544.883567751975,"LE2-1231.017","FCM"
2009,542.952477260572,"LE2-1231.017","FCM"
2010,540.635981767166,"LE2-1231.017","FCM"
2011,538.845344360418,"LE2-1231.017","FCM"
2012,513.295343100233,"LE2-1231.017","FCM"
2013,511.59853862943,"LE2-1231.017","FCM"
2014,512.944571430677,"LE2-1231.017","FCM"
1964,774.43531321912,"LE2-1231.018","FCM"
1965,782.422934501167,"LE2-1231.018","FCM"
1966,791.884598620298,"LE2-1231.018","FCM"
1967,791.323895735731,"LE2-1231.018","FCM"
1968,799.272953410684,"LE2-1231.018","FCM"
1969,743.332548406319,"LE2-1231.018","FCM"
1970,684.227635428664,"LE2-1231.018","FCM"
1971,625.17654322613,"LE2-1231.018","FCM"
1972,655.945204290614,"LE2-1231.018","FCM"
1973,659.864217281171,"LE2-1231.018","FCM"
1974,587.749923319527,"LE2-1231.018","FCM"
1975,628.260781421056,"LE2-1231.018","FCM"
1976,598.647882270096,"LE2-1231.018","FCM"
1977,534.806210984956,"LE2-1231.018","FCM"
1978,524.140412803781,"LE2-1231.018","FCM"
1979,503.145201969116,"LE2-1231.018","FCM"
1980,473.355786487175,"LE2-1231.018","FCM"
1981,465.686496180999,"LE2-1231.018","FCM"
1982,467.173388039401,"LE2-1231.018","FCM"
1983,384.942828335494,"LE2-1231.018","FCM"
1984,388.883657477377,"LE2-1231.018","FCM"
1985,398.519830731797,"LE2-1231.018","FCM"
1986,407.485244040078,"LE2-1231.018","FCM"
1987,400.498903748491,"LE2-1231.018","FCM"
1988,401.540594328088,"LE2-1231.018","FCM"
1989,402.436570072604,"LE2-1231.018","FCM"
1990,361.438536980324,"LE2-1231.018","FCM"
1991,371.320470187901,"LE2-1231.018","FCM"
1992,351.95024198166,"LE2-1231.018","FCM"
1993,367.819971551628,"LE2-1231.018","FCM"
1994,406.72786346529,"LE2-1231.018","FCM"
1995,457.017128413783,"LE2-1231.018","FCM"
1996,473.722363484652,"LE2-1231.018","FCM"
1997,470.841719758925,"LE2-1231.018","FCM"
1998,457.374210749071,"LE2-1231.018","FCM"
1999,467.317455287416,"LE2-1231.018","FCM"
2000,482.015196644769,"LE2-1231.018","FCM"
2001,524.710689011148,"LE2-1231.018","FCM"
2002,541.421768851621,"LE2-1231.018","FCM"
2003,547.18628823306,"LE2-1231.018","FCM"
2004,516.838009268066,"LE2-1231.018","FCM"
2005,572.389801291303,"LE2-1231.018","FCM"
2006,611.073535423029,"LE2-1231.018","FCM"
2007,607.564372197837,"LE2-1231.018","FCM"
2008,568.981790551893,"LE2-1231.018","FCM"
2009,595.964938270451,"LE2-1231.018","FCM"
2010,589.450582541468,"LE2-1231.018","FCM"
2011,564.487284930693,"LE2-1231.018","FCM"
2012,564.373272615831,"LE2-1231.018","FCM"
2013,549.744586602111,"LE2-1231.018","FCM"
2014,536.457784369926,"LE2-1231.018","FCM"
1964,540.155497887302,"LE2-1231.019","FCM"
1965,532.909356697772,"LE2-1231.019","FCM"
1966,549.524525618717,"LE2-1231.019","FCM"
1967,616.864940261943,"LE2-1231.019","FCM"
1968,584.154305564638,"LE2-1231.019","FCM"
1969,582.669111858183,"LE2-1231.019","FCM"
1970,581.360863142529,"LE2-1231.019","FCM"
1971,583.704941196304,"LE2-1231.019","FCM"
1972,565.779473420528,"LE2-1231.019","FCM"
1973,565.24889926555,"LE2-1231.019","FCM"
1974,522.211931412169,"LE2-1231.019","FCM"
1975,503.096788313797,"LE2-1231.019","FCM"
1976,509.875232678527,"LE2-1231.019","FCM"
1977,667.187812252043,"LE2-1231.019","FCM"
1978,684.797144808377,"LE2-1231.019","FCM"
1979,703.409003782916,"LE2-1231.019","FCM"
1980,747.222222125386,"LE2-1231.019","FCM"
1981,754.437745414013,"LE2-1231.019","FCM"
1982,641.786700267471,"LE2-1231.019","FCM"
1983,640.211737983872,"LE2-1231.019","FCM"
1984,651.304943513033,"LE2-1231.019","FCM"
1985,645.793028978793,"LE2-1231.019","FCM"
1986,656.070402543781,"LE2-1231.019","FCM"
1987,642.809989650444,"LE2-1231.019","FCM"
1988,642.153695255717,"LE2-1231.019","FCM"
1989,647.717075449495,"LE2-1231.019","FCM"
1990,620.053660760902,"LE2-1231.019","FCM"
1991,612.307906392797,"LE2-1231.019","FCM"
1992,442.791086210553,"LE2-1231.019","FCM"
1993,473.599555515039,"LE2-1231.019","FCM"
1994,451.472405353143,"LE2-1231.019","FCM"
1995,443.616105568476,"LE2-1231.019","FCM"
1996,409.802355146209,"LE2-1231.019","FCM"
1997,425.560867347282,"LE2-1231.019","FCM"
1998,413.65481113466,"LE2-1231.019","FCM"
1999,410.824947980598,"LE2-1231.019","FCM"
2000,408.417748301803,"LE2-1231.019","FCM"
2001,365.064675920133,"LE2-1231.019","FCM"
2002,344.061355274827,"LE2-1231.019","FCM"
2003,473.595228371828,"LE2-1231.019","FCM"
2004,474.479616460506,"LE2-1231.019","FCM"
2005,486.249520938232,"LE2-1231.019","FCM"
2006,498.289356523605,"LE2-1231.019","FCM"
2007,477.753028369995,"LE2-1231.019","FCM"
2008,477.216542244354,"LE2-1231.019","FCM"
2009,500.245352178238,"LE2-1231.019","FCM"
2010,492.223204480871,"LE2-1231.019","FCM"
2011,486.15215682493,"LE2-1231.019","FCM"
2012,497.042399218527,"LE2-1231.019","FCM"
2013,493.507133588157,"LE2-1231.019","FCM"
2014,508.220695550242,"LE2-1231.019","FCM"
1964,494.755342830407,"LE2-1231.020","FCM"
1965,479.469412836628,"LE2-1231.020","FCM"
1966,453.171292510949,"LE2-1231.020","FCM"
1967,442.330828749717,"LE2-1231.020","FCM"
1968,455.359715926716,"LE2-1231.020","FCM"
1969,440.95360998185,"LE2-1231.020","FCM"
1970,465.0038484951,"LE2-1231.020","FCM"
1971,450.923795142107,"LE2-1231.020","FCM"
1972,457.667991373532,"LE2-1231.020","FCM"
1973,526.01319666912,"LE2-1231.020","FCM"
1974,548.270056374987,"LE2-1231.020","FCM"
1975,543.217186013231,"LE2-1231.020","FCM"
1976,594.490619751305,"LE2-1231.020","FCM"
1977,580.04378567393,"LE2-1231.020","FCM"
1978,607.715918517511,"LE2-1231.020","FCM"
1979,603.71226732145,"LE2-1231.020","FCM"
1980,623.684643359608,"LE2-1231.020","FCM"
1981,663.586093973117,"LE2-1231.020","FCM"
1982,698.975948588514,"LE2-1231.020","FCM"
1983,682.174924204538,"LE2-1231.020","FCM"
1984,682.330467727537,"LE2-1231.020","FCM"
1985,666.045640513797,"LE2-1231.020","FCM"
1986,687.510816253184,"LE2-1231.020","FCM"
1987,693.33319680871,"LE2-1231.020","FCM"
1988,621.866788402799,"LE2-1231.020","FCM"
1989,612.64249528749,"LE2-1231.020","FCM"
1990,601.396060900625,"LE2-1231.020","FCM"
1991,529.309521528159,"LE2-1231.020","FCM"
1992,509.545699059476,"LE2-1231.020","FCM"
1993,481.542544951396,"LE2-1231.020","FCM"
1994,477.566939705491,"LE2-1231.020","FCM"
1995,532.598924346418,"LE2-1231.020","FCM"
1996,503.117742996191,"LE2-1231.020","FCM"
1997,512.952889698122,"LE2-1231.020","FCM"
1998,534.7016146677,"LE2-1231.020","FCM"
1999,544.761208733046,"LE2-1231.020","FCM"
2000,545.898576429917,"LE2-1231.020","FCM"
2001,540.578564633214,"LE2-1231.020","FCM"
2002,529.80243796547,"LE2-1231.020","FCM"
2003,542.697679148029,"LE2-1231.020","FCM"
2004,534.913033804689,"LE2-1231.020","FCM"
2005,535.88517916498,"LE2-1231.020","FCM"
2006,556.208864048499,"LE2-1231.020","FCM"
2007,556.1961797819,"LE2-1231.020","FCM"
2008,558.311599145531,"LE2-1231.020","FCM"
2009,554.420872354911,"LE2-1231.020","FCM"
2010,479.185412154574,"LE2-1231.020","FCM"
2011,476.568829948714,"LE2-1231.020","FCM"
2012,411.40518710979,"LE2-1231.020","FCM"
2013,372.940449644451,"LE2-1231.020","FCM"
2014,426.178697777367,"LE2-1231.020","FCM"
1964,454.296010611916,"LE2-1251.011","FCM"
1965,455.074981234376,"LE2-1251.011","FCM"
1966,472.229481182472,"LE2-1251.011","FCM"
1967,486.568707281913,"LE2-1251.011","FCM"
1968,493.498057879977,"LE2-1251.011","FCM"
1969,558.09064472876,"LE2-1251.011","FCM"
1970,582.647917086509,"LE2-1251.011","FCM"
1971,574.939499766912,"LE2-1251.011","FCM"
1972,567.40520363619,"LE2-1251.011","FCM"
1973,642.66357809899,"LE2-1251.011","FCM"
1974,642.073348055316,"LE2-1251.011","FCM"
1975,686.545426803836,"LE2-1251.011","FCM"
1976,719.542110888299,"LE2-1251.011","FCM"
1977,684.336856004887,"LE2-1251.011","FCM"
1978,658.366565996381,"LE2-1251.011","FCM"
1979,679.01357913732,"LE2-1251.011","FCM"
1980,674.046001704086,"LE2-1251.011","FCM"
1981,621.179601278345,"LE2-1251.011","FCM"
1982,613.336977411374,"LE2-1251.011","FCM"
1983,624.027527115603,"LE2-1251.011","FCM"
1984,564.179536778895,"LE2-1251.011","FCM"
1985,574.835450563202,"LE2-1251.011","FCM"
1986,628.830665744329,"LE2-1251.011","FCM"
1987,718.335664766049,"LE2-1251.011","FCM"
1988,677.59869081219,"LE2-1251.011","FCM"
1989,673.512710434944,"LE2-1251.011","FCM"
1990,621.253760893631,"LE2-1251.011","FCM"
1991,593.886464418056,"LE2-1251.011","FCM"
1992,590.168297057782,"LE2-1251.011","FCM"
1993,590.005612021221,"LE2-1251.011","FCM"
1994,592.149539985645,"LE2-1251.011","FCM"
1995,622.156606175695,"LE2-1251.011","FCM"
1996,628.17385559672,"LE2-1251.011","FCM"
1997,665.956349240886,"LE2-1251.011","FCM"
1998,679.039318014679,"LE2-1251.011","FCM"
1999,679.828334724265,"LE2-1251.011","FCM"
2000,640.880838881496,"LE2-1251.011","FCM"
2001,605.807214153313,"LE2-1251.011","FCM"
2002,497.858974083965,"LE2-1251.011","FCM"
2003,489.577353070709,"LE2-1251.011","FCM"
2004,490.964626963329,"LE2-1251.011","FCM"
2005,518.912886062478,"LE2-1251.011","FCM"
2006,535.468466012797,"LE2-1251.011","FCM"
2007,534.113503322973,"LE2-1251.011","FCM"
2008,533.449206130417,"LE2-1251.011","FCM"
2009,565.571825004886,"LE2-1251.011","FCM"
2010,515.518926411646,"LE2-1251.011","FCM"
2011,555.865524825713,"LE2-1251.011","FCM"
2012,530.61528508415,"LE2-1251.011","FCM"
2013,514.768972630996,"LE2-1251.011","FCM"
2014,487.814573983342,"LE2-1251.011","FCM"
1964,657.600808289267,"LE2-1251.012","FCM"
1965,657.274406254522,"LE2-1251.012","FCM"
1966,697.136757478421,"LE2-1251.012","FCM"
1967,700.211736871838,"LE2-1251.012","FCM"
1968,699.809519682944,"LE2-1251.012","FCM"
1969,711.56226386051,"LE2-1251.012","FCM"
1970,695.059438461306,"LE2-1251.012","FCM"
1971,679.367151724684,"LE2-1251.012","FCM"
1972,663.317889442598,"LE2-1251.012","FCM"
1973,684.425639227767,"LE2-1251.012","FCM"
1974,627.834209951786,"LE2-1251.012","FCM"
1975,614.436643112461,"LE2-1251.012","FCM"
1976,636.844117974168,"LE2-1251.012","FCM"
1977,598.531899726192,"LE2-1251.012","FCM"
1978,582.575679877242,"LE2-1251.012","FCM"
1979,536.292329193482,"LE2-1251.012","FCM"
1980,534.332041201373,"LE2-1251.012","FCM"
1981,517.804687212935,"LE2-1251.012","FCM"
1982,518.776382139386,"LE2-1251.012","FCM"
1983,603.56725097126,"LE2-1251.012","FCM"
1984,583.891174192566,"LE2-1251.012","FCM"
1985,529.757312231238,"LE2-1251.012","FCM"
1986,549.031460517371,"LE2-1251.012","FCM"
1987,570.018199406683,"LE2-1251.012","FCM"
1988,515.231329729788,"LE2-1251.012","FCM"
1989,497.299139017215,"LE2-1251.012","FCM"
1990,498.908506777441,"LE2-1251.012","FCM"
1991,523.133724501094,"LE2-1251.012","FCM"
1992,536.360635164266,"LE2-1251.012","FCM"
1993,608.377000744491,"LE2-1251.012","FCM"
1994,611.644520313237,"LE2-1251.012","FCM"
1995,615.323694314831,"LE2-1251.012","FCM"
1996,601.801328905257,"LE2-1251.012","FCM"
1997,624.866456375259,"LE2-1251.012","FCM"
1998,528.806720996243,"LE2-1251.012","FCM"
1999,531.464610993278,"LE2-1251.012","FCM"
2000,532.900361720822,"LE2-1251.012","FCM"
2001,531.215313268445,"LE2-1251.012","FCM"
2002,514.896159009789,"LE2-1251.012","FCM"
2003,511.989751595427,"LE2-1251.012","FCM"
2004,554.351666141435,"LE2-1251.012","FCM"
2005,536.461024453808,"LE2-1251.012","FCM"
2006,549.342524089978,"LE2-1251.012","FCM"
2007,562.00349182862,"LE2-1251.012","FCM"
2008,516.945362922783,"LE2-1251.012","FCM"
