"lon","lat","beta.mean","beta.sd","n.members"
165,24.0314178466797,-0.00101192971917173,0.017926983652287,20
165,24.9738235473633,-0.00179326635972331,0.0167718876094768,20
165,25.9162292480469,-0.00282692877194773,0.0163086084509344,20
165,26.858642578125,-0.00315867855186923,0.0170385885740554,20
165,27.8010482788086,-0.00172597880114548,0.0183430150570992,20
165,28.7434539794922,-0.000137312466778221,0.0202125383797234,20
165,29.6858673095703,0.00160969839963697,0.0225058720897834,20
165,30.6282730102539,0.00344278503345738,0.0236483895728043,20
165,31.5706787109375,0.00571604351641842,0.0252041821427862,20
165,32.5130920410156,0.00777281724128994,0.0264073980517013,20
165,33.4554977416992,0.00892852732922872,0.0262642513823201,20
165,34.3979034423828,0.00953942189986679,0.0250881279429677,20
165,35.3403167724609,0.00989914359839252,0.0234801271487866,20
165,36.2827224731445,0.0106568465365498,0.0217672690778134,20
165,37.2251281738281,0.0112805522242177,0.0208596758512049,20
165,38.1675415039062,0.0111961529383231,0.0204963249520972,20
165,39.1099548339844,0.00995626485850814,0.0201968491036274,20
165,40.0523529052734,0.00797796330182678,0.0196823802133446,20
165,40.9947662353516,0.00601467789060665,0.0197370701981717,20
165,41.9371795654297,0.00472837468564542,0.0210105033730004,20
165,42.8795776367188,0.00382230802885772,0.022552935047231,20
165,43.8219909667969,0.00341241696748671,0.0228125150905513,20
165,44.764404296875,0.00311983585221299,0.0214431202067626,20
165,45.7068023681641,0.00265791446802659,0.0195825575910019,20
165,46.6492156982422,0.00221451916882806,0.0172550609860469,20
165,47.5916290283203,0.00212819795307735,0.015510153036514,20
165,48.5340270996094,0.00241571225916228,0.014767221515032,20
165,49.4764404296875,0.00269279661348357,0.0147099494366725,20
165,50.4188537597656,0.00294029735333253,0.0145211413173676,20
165,51.3612518310547,0.00307321885437695,0.0147316271840506,20
165,52.3036651611328,0.00313291662237689,0.016226783026722,20
165,53.2460784912109,0.00319210240097271,0.0187327255842341,20
165,54.1884765625,0.00326554568637645,0.0204295476970503,20
165,55.1308898925781,0.00322146331928399,0.0207254964132444,20
165,56.0733032226562,0.00296267066302979,0.0208966524662446,20
165,57.0157012939453,0.00246976741174983,0.0212114323207517,20
165,57.9581146240234,0.00171302217697784,0.021281540426361,20
