"lon","lat","ar1.e1","ar1.e2","diff","variable"
249.5,64.5,0.034684705352058,-0.0899547001128113,-0.124639405464869,"SST"
178.5,64.25,0.414341414383284,-0.216957301612547,-0.631298715995831,"SST"
178.75,64.25,0.446950508498281,-0.242781839503836,-0.689732348002117,"SST"
179,64.25,0.353108491973911,-0.239771085544841,-0.592879577518752,"SST"
179.25,64.25,0.243922181362506,-0.224306947049398,-0.468229128411904,"SST"
179.5,64.25,0.18928822095543,-0.164676811431078,-0.353965032386508,"SST"
179.75,64.25,0.172511431591285,-0.0701903897071275,-0.242701821298412,"SST"
180,64.25,0.155037689479051,0.0135064801551045,-0.141531209323946,"SST"
180.25,64.25,0.135992645475069,0.100276245709944,-0.0357163997651248,"SST"
180.5,64.25,0.117523322865963,0.177375501742426,0.0598521788764635,"SST"
180.75,64.25,0.126786490848641,0.23672987874862,0.109943387899979,"SST"
181,64.25,0.148939567796502,0.269092507701635,0.120152939905133,"SST"
181.25,64.25,0.156410858845454,0.285348664038727,0.128937805193274,"SST"
181.5,64.25,0.143794153754864,0.280235400472859,0.136441246717995,"SST"
181.75,64.25,0.125909675373932,0.275188589430576,0.149278914056644,"SST"
182,64.25,0.106544591050456,0.277349908036371,0.170805316985916,"SST"
182.25,64.25,0.0875394988634505,0.287575496788271,0.200035997924821,"SST"
182.5,64.25,0.0683566786265883,0.293163125404737,0.224806446778148,"SST"
182.75,64.25,0.0549415946741576,0.302109716406603,0.247168121732446,"SST"
183,64.25,0.0437705746899196,0.313034659381056,0.269264084691136,"SST"
183.25,64.25,0.0380612334321332,0.323864528185627,0.285803294753494,"SST"
183.5,64.25,0.0364609647476754,0.335747711581661,0.299286746833986,"SST"
183.75,64.25,0.0359392353228149,0.344599145421188,0.308659910098373,"SST"
184,64.25,0.0384870586035313,0.345480778071822,0.30699371946829,"SST"
184.25,64.25,0.0409339197235932,0.343239635348956,0.302305715625363,"SST"
184.5,64.25,0.0456637235066106,0.338626865379898,0.292963141873287,"SST"
184.75,64.25,0.0534814073220252,0.33138880262188,0.277907395299855,"SST"
185,64.25,0.0576366980910924,0.324323788541687,0.266687090450595,"SST"
185.25,64.25,0.0654079821525674,0.317388320028337,0.25198033787577,"SST"
185.5,64.25,0.0746882532426651,0.303425226958347,0.228736973715682,"SST"
185.75,64.25,0.0795544105977784,0.301583400149594,0.222028989551816,"SST"
186,64.25,0.0787308142672646,0.31342849482461,0.234697680557346,"SST"
186.25,64.25,0.0787362851247647,0.326910864800223,0.248174579675459,"SST"
186.5,64.25,0.067526811944016,0.344009973599304,0.276483161655288,"SST"
186.75,64.25,0.0472359786631372,0.368702522078371,0.321466543415234,"SST"
187,64.25,0.0348655937583668,0.377643690032354,0.342778096273987,"SST"
187.25,64.25,0.039749668476066,0.370437066765634,0.330687398289568,"SST"
187.5,64.25,0.044745476906935,0.375235179963549,0.330489703056614,"SST"
187.75,64.25,0.0109394480584412,0.381544655393716,0.370605207335275,"SST"
188,64.25,-0.0118804180191067,0.395809117926844,0.407689535945951,"SST"
