"lon","lat","beta","pval","qval"
183.25,64.25,0.0112757703454097,0.149315052583213,0.233225324808805
183.5,64.25,0.0107338569484865,0.164890475904065,0.253060381025966
183.75,64.25,0.0103678763533839,0.177111103354378,0.268300665672048
184,64.25,0.0102628222904005,0.17225546426792,0.262266703937534
184.25,64.25,0.0101017940293715,0.17139538251588,0.261171030092201
184.5,64.25,0.00996234329685881,0.168477721573024,0.257525127708453
184.75,64.25,0.00990086451724115,0.161023024033503,0.248219670872376
185,64.25,0.00978652220457417,0.158835661212788,0.245479928852722
185.25,64.25,0.00938722603721304,0.163321231540412,0.251063606534477
185.5,64.25,0.0094675733179016,0.159067828380627,0.245747340495308
185.75,64.25,0.00881404476455996,0.170209629071473,0.259649906010082
186,64.25,0.00736628077398512,0.209116983070641,0.307513451799865
186.25,64.25,0.00645784635454375,0.244525043319887,0.34924138795634
186.5,64.25,0.00626545051218311,0.232881038329118,0.335633013987205
186.75,64.25,0.0059666417299377,0.221508896918235,0.322135061520651
187,64.25,0.0060678006235484,0.199591387917449,0.295926782858043
187.25,64.25,0.00667970396347289,0.172032110120365,0.261994400200556
187.5,64.25,0.00657637304989738,0.178651787395522,0.270228951448999
187.75,64.25,0.00708040348147456,0.166599724963453,0.255223364737662
188,64.25,0.0072407282992399,0.168481731901564,0.257525685200184
188.25,64.25,0.00711923787108132,0.186353247418219,0.279870169806764
188.5,64.25,0.00679697636136811,0.216048082114604,0.315505592503425
188.75,64.25,0.00683765124271136,0.229160638405611,0.331261286453677
189,64.25,0.00601695856577283,0.28776996925204,0.398568235467706
189.25,64.25,0.00510031564757636,0.367455586819198,0.483061453929201
189.5,64.25,0.00427814863150721,0.449360605690313,0.564006204331191
189.75,64.25,0.00362200024519157,0.520231438516634,0.629902621086629
190,64.25,0.00300875239480338,0.593051331229533,0.692975585371592
190.25,64.25,0.0021475711007134,0.698734342159781,0.77894444860283
190.5,64.25,0.00135491598274435,0.80535413512766,0.861725074963568
190.75,64.25,0.000383509517444674,0.944482979509832,0.961996541209341
191,64.25,-0.000774862094251374,0.889640703821319,0.92394870867486
191.25,64.25,-0.00182133708249612,0.750500298796797,0.819888302084287
191.5,64.25,-0.00243986042858527,0.675875315259479,0.760942770825902
191.75,64.25,-0.00300618837400667,0.615052405068908,0.711527658675898
192,64.25,-0.00329669938257427,0.585690401243005,0.686703014884992
192.25,64.25,-0.003323042283694,0.583428927144927,0.684972400836286
192.5,64.25,-0.00335908740695203,0.582296042637988,0.683994752846791
192.75,64.25,-0.00295416829054548,0.623462658595762,0.718527134845248
193,64.25,-0.00256278050540099,0.668434451257795,0.755140968780097
193.25,64.25,-0.00223369715407454,0.703397243348308,0.782709764502134
193.5,64.25,-0.00193525677184269,0.732579020502198,0.806056910073093
193.75,64.25,-0.00158356918892391,0.771166906082759,0.835522481106859
194,64.25,-0.00127754196622493,0.800080950199892,0.857759416380791
194.25,64.25,-0.000847245047462558,0.857664491442913,0.900483341144267
194.5,64.25,-0.000517317214202374,0.907921151471305,0.936476800220965
194.75,64.25,-0.000328326714512498,0.938311012261345,0.957670489310256
195,64.25,-0.000120051101942591,0.976789035605955,0.984151978697273
195.25,64.25,9.10549687013314e-05,0.981464215967081,0.987362673615235
195.5,64.25,0.000273750800168396,0.942090024034821,0.960251057627551
195.75,64.25,0.000358403365568076,0.920951617051264,0.945829173744603
196,64.25,0.000336686863185334,0.922173173488398,0.946766792297675
196.25,64.25,0.000258652767033178,0.937372812994309,0.957072464225681
196.5,64.25,0.00030235156771449,0.923545445513776,0.947680165469606
196.75,64.25,0.000399870588610679,0.896376588001565,0.928745961694837
197,64.25,0.000162573605226572,0.955808389188917,0.97010452179349
197.25,64.25,-0.000321674458115704,0.906986111031981,0.935853973551353
197.5,64.25,-0.000625539597631467,0.807304787705539,0.863158367820298
197.75,64.25,-0.000374175805400393,0.876438143134564,0.914256038734541
198,64.25,-0.000233291888920287,0.916505628042414,0.942822402907634
198.25,64.25,3.39990138332504e-05,0.986187160366746,0.990576322156596
198.5,64.25,-0.000161780151475078,0.9185126577487,0.94412045491194
198.75,64.25,-0.00124673962254243,0.371020445348886,0.486710695824348
199,64.25,-0.00115393765225985,0.419250899170935,0.534843398722027
178.75,64,0.00565264463485821,0.0842293269727681,0.145057283567125
179,64,0.00602899372934444,0.0835345076416439,0.144064395014788
179.25,64,0.00609704924862018,0.120950052178921,0.196127715857929
179.5,64,0.00590557472264261,0.172245278498393,0.262256848219129
179.75,64,0.00620457513824358,0.179500372446228,0.271320800907296
180,64,0.00646973009419351,0.192164917387164,0.287030422350649
180.25,64,0.00659236193783691,0.20463685407518,0.3021518199881
180.5,64,0.00675623594520495,0.218695269507328,0.318754529782346
180.75,64,0.00798948534141816,0.172951573486539,0.263116730581463
181,64,0.0102475634916731,0.110861810849408,0.182535391693914
181.25,64,0.011352567256216,0.101267992522957,0.16935311902423
181.5,64,0.0129358201812767,0.0780951523051768,0.136260474209299
181.75,64,0.0146096198265452,0.0607863854535305,0.110703059411091
182,64,0.0152226544387325,0.057825245703148,0.106324518623311
182.25,64,0.0153878984375232,0.0603633352212771,0.110083025688164
182.5,64,0.015506672135624,0.0664782850671639,0.119218737170461
182.75,64,0.0141046956515091,0.0909676838722507,0.154797581150891
