"lon","lat","r","pval"
86.5,20.0761108398438,0.661078637229806,0.0483238594036146
86.75,20.0761108398438,0.386745609421455,0.205093261686261
87,20.0761108398438,0.33235633731425,0.0835824048394758
87.25,20.0761108398438,-0.54354148156823,0.0620118941697402
87.4999923706055,20.0761108398438,-0.397147531748395,0.193445838678591
87.75,20.0761108398438,-0.200768909849307,0.450100348316385
88,20.0761108398438,-0.0937857544328632,0.720119562760726
88.2499923706055,20.0761108398438,-0.505457036883636,0.0926301861816309
88.5,20.0761108398438,-0.432061774538168,0.205647236698931
88.75,20.0761108398438,0.0851410487679487,0.726229266448775
88.9999923706055,20.0761108398438,0.129945625678114,0.64423094937868
89.2500076293945,20.0761108398438,0.403291551232403,0.234543519720795
89.5,20.0761108398438,0.245495201118526,0.438166311823935
89.75,20.0761108398438,-0.341546346897091,0.367194790062109
90.0000076293945,20.0761108398438,-0.441312985234298,0.210806887603939
90.25,20.0761108398438,-0.382561905763634,0.0578340511210893
90.5,20.0761108398438,-0.508112132422525,0.0500969871402064
90.7500076293945,20.0761108398438,-0.57898416727159,0.0705295889863753
91,20.0761108398438,-0.547409291165318,0.144669047298424
91.25,20.0761108398438,-0.0798860591908562,0.840644789782774
91.5,20.0761108398438,0.30128015046376,0.425078893547756
91.75,20.0761108398438,0.304390200645489,0.405060598940672
92,20.0761108398438,0.325798855001665,0.363690652771902
92.2500076293945,20.0761108398438,0.0480049602880527,0.905844677159122
92.5,20.0761108398438,0.148598801609545,0.494962461114332
92.75,20.0761108398438,-0.529097951839564,0.133921668052251
93,20.0761108398438,0.0271319433126971,0.907658792444422
106.500007629395,20.0761108398438,-0.216499264949951,0.37348311519409
106.75,20.0761108398438,-0.48155133908328,0.145929242117813
107,20.0761108398438,-0.295150835694335,0.28822032469559
107.25,20.0761108398438,0.132290907259717,0.651785050287416
107.499992370605,20.0761108398438,0.0719228245775255,0.821739257149012
107.750007629395,20.0761108398438,0.168444732648548,0.660767435353259
108.000007629395,20.0761108398438,0.180724027433897,0.600226536382231
108.25,20.0761108398438,0.0881316646817828,0.774944286913386
108.5,20.0761108398438,0.112607409581541,0.697877522920325
108.75,20.0761108398438,0.101299552206499,0.694731947083822
108.999992370605,20.0761108398438,0.211902332345944,0.494108853533875
109.249992370605,20.0761108398438,0.422664545912072,0.10441348298868
109.500007629395,20.0761108398438,0.393849152651564,0.081419661679838
109.75,20.0761108398438,0.0877150947523409,0.722428916263986
110.499992370605,20.0761108398438,0.271914438377079,0.413393701098692
110.749992370605,20.0761108398438,0.51661851468964,0.116518816283385
111,20.0761108398438,0.178009697203794,0.609912242020179
111.25,20.0761108398438,0.200008385121446,0.516909126892134
111.5,20.0761108398438,-0.133488509818632,0.65716788500159
111.749992370605,20.0761108398438,0.0476638587832118,0.798610473939515
111.999992370605,20.0761108398438,0.356255071943697,0.243258127144134
112.249992370605,20.0761108398438,0.32442959438781,0.221961789497317
112.500007629395,20.0761108398438,-0.0526625245029002,0.799443685017176
112.750007629395,20.0761108398438,-0.0356735284095157,0.885705989613733
113.000007629395,20.0761108398438,0.0818401908649872,0.776324025756577
113.25,20.0761108398438,-0.625816260354155,0.0341436215574033
113.5,20.0761108398438,-0.62401906168166,0.019651746440266
113.75,20.0761108398438,-0.688875519461036,0.0220877558661815
114.000007629395,20.0761108398438,-0.602782649024988,0.0628939975207929
114.250007629395,20.0761108398438,-0.569044478540882,0.0689101948257935
114.5,20.0761108398438,-0.667042829721256,0.0282301378170238
114.75,20.0761108398438,-0.550577198010327,0.0948373336678443
115,20.0761108398438,-0.613132610196432,0.0705496989780726
115.249992370605,20.0761108398438,-0.713226011406545,0.0241920166744724
115.500007629395,20.0761108398438,-0.701981811729699,0.0284607014981285
115.750007629395,20.0761108398438,-0.700752299694092,0.0262566855204938
116,20.0761108398438,-0.685886205634627,0.0332918212745404
116.25,20.0761108398438,-0.636250292331817,0.0522284404870575
116.5,20.0761108398438,-0.610699131619768,0.0662612688715396
116.749992370605,20.0761108398438,-0.603411025987896,0.0660333240203027
116.999992370605,20.0761108398438,-0.554969757182919,0.0870999874478574
117.250007629395,20.0761108398438,-0.519880134822743,0.0824305603144888
117.5,20.0761108398438,-0.463602100101082,0.0973521930544256
117.75,20.0761108398438,-0.524514814607109,0.0662337249154349
118,20.0761108398438,-0.464881463730316,0.0835252792684778
118.249992370605,20.0761108398438,-0.336240028311185,0.233714231878542
118.499992370605,20.0761108398438,-0.0906251858076412,0.773863697037534
118.75,20.0761108398438,-0.117603177140076,0.733686352930027
119,20.0761108398438,-0.0091078532299336,0.978522119604547
119.25,20.0761108398438,-0.0217425479711865,0.947460655710366
119.499992370605,20.0761108398438,0.0740277510322845,0.798918742570565
119.749992370605,20.0761108398438,0.319596963358153,0.207273346285403
119.999992370605,20.0761108398438,0.197092725454685,0.482609939789606
120.250007629395,20.0761108398438,0.226199424927642,0.424325918148325
120.500007629395,20.0761108398438,0.180235651025126,0.556965553063919
120.750007629395,20.0761108398438,0.205774516216493,0.532447507745027
121,20.0761108398438,0.182495474817361,0.59394484902987
121.25,20.0761108398438,0.279190930737126,0.315182849765172
121.5,20.0761108398438,0.179210286382618,0.56644750233368
